DISTRICT,DISTNAME,DPETALLC,ASIAN,AMERICAN INDIAN OR ALASKA NAT,NATIVE HAWAIIAN/OTHER PACIFIC,HISPANIC/LATINO,BLACK OR AFRICAN AMERICAN,TWO OR MORE RACES,Special Education,WHITE,Economic Disadvantage
234905,MARTINS MILL ISD,512,1,2,1,97,10,4,49,394,219
234906,VAN ISD,2401,9,19,0,460,62,67,249,1779,1246
234907,WILLS POINT ISD,2411,7,19,2,544,130,84,243,1622,1538
234909,FRUITVALE ISD,373,4,1,0,39,4,17,35,305,246
235901,BLOOMINGTON ISD,919,0,1,0,787,37,13,109,77,780
235902,VICTORIA ISD,14428,129,14,0,9363,1024,201,1341,3679,9277
235904,NURSERY ISD,107,0,0,0,49,2,6,8,46,61
236801,RAVEN SCHOOL,95,0,0,0,43,24,1,28,26,95
236901,NEW WAVERLY ISD,988,0,5,0,133,189,43,94,614,500
236902,HUNTSVILLE ISD,6937,97,20,6,2233,1692,173,548,2719,4044
237902,HEMPSTEAD ISD,1666,6,1,0,946,448,23,116,238,1357
237904,WALLER ISD,6542,26,32,6,3382,699,137,353,2250,4095
237905,ROYAL ISD,2267,0,2,0,1614,383,34,201,231,1731
238902,MONAHANS-WICKETT-PYOTE ISD,2272,13,13,0,1370,102,15,179,756,1158
238904,GRANDFALLS-ROYALTY ISD,153,0,0,0,110,3,1,13,37,119
239901,BRENHAM ISD,4952,79,4,0,1683,1069,94,564,2020,2604
239903,BURTON ISD,401,2,0,0,81,66,6,50,241,224
240801,GATEWAY ACADEMY CHARTER DISTRICT,373,0,0,0,371,0,0,42,1,346
240901,LAREDO ISD,24166,24,0,0,23827,0,24,1884,241,22788
240903,UNITED ISD,43597,174,0,0,43030,43,0,3269,305,33438
240904,WEBB CISD,328,0,0,0,303,0,0,35,24,240
241901,BOLING ISD,1104,5,1,0,589,96,14,66,398,569
241902,EAST BERNARD ISD,995,0,0,0,279,58,6,63,646,344
241903,EL CAMPO ISD,3580,3,3,3,2226,408,39,343,891,2559
241904,WHARTON ISD,2214,13,0,0,1253,611,24,177,312,1819
241906,LOUISE ISD,512,1,2,0,270,23,6,13,208,315
242902,SHAMROCK ISD,426,5,11,0,126,32,14,29,233,267
242903,WHEELER ISD,486,0,0,0,294,0,7,49,183,238
242905,KELTON ISD,111,0,0,0,36,0,4,9,69,69
242906,FORT ELLIOTT CISD,169,0,3,0,16,0,9,18,139,30
243901,BURKBURNETT ISD,3323,43,23,16,528,225,176,342,2309,1714
243902,ELECTRA ISD,424,2,0,0,55,38,19,47,306,262
243903,IOWA PARK CISD,1780,8,19,1,188,10,55,181,1493,733
243905,WICHITA FALLS ISD,14132,353,127,28,4847,1992,664,1738,6119,8620
243906,CITY VIEW ISD,1025,14,8,0,274,86,58,133,584,676
244901,HARROLD ISD,101,2,1,0,38,1,2,11,55,59
244903,VERNON ISD,2075,89,14,6,859,174,68,228,861,1251
244905,NORTHSIDE ISD,205,3,0,0,60,7,2,14,132,80
245901,LASARA ISD,459,1,3,0,448,0,0,27,5,369
245902,LYFORD CISD,1542,3,1,0,1500,3,1,123,33,1213
245903,RAYMONDVILLE ISD,2146,2,2,0,2111,2,2,150,23,1901
245904,SAN PERLITA ISD,281,0,1,0,252,1,0,35,26,200
246801,MERIDIAN WORLD SCHOOL LLC,1249,257,12,6,232,77,43,62,620,94
246902,FLORENCE ISD,1025,5,4,3,480,17,22,93,492,685
246904,GEORGETOWN ISD,10967,131,32,10,4660,427,296,965,5406,4836
246905,GRANGER ISD,405,0,0,0,181,8,6,40,208,232
246906,HUTTO ISD,6521,71,19,19,2732,795,306,645,2582,2810
246907,JARRELL ISD,1424,5,1,1,659,52,58,142,645,831
246908,LIBERTY HILL ISD,3476,13,10,6,691,27,72,295,2655,928
246909,ROUND ROCK ISD,47653,6909,190,95,14486,4098,2049,4193,19775,13104
246911,TAYLOR ISD,3164,18,3,0,1964,294,50,348,828,1939
246912,THRALL ISD,648,1,3,0,189,12,18,53,423,213
246913,LEANDER ISD,37068,2409,111,74,9007,1408,1556,3780,22500,6894
246914,COUPLAND ISD,150,1,1,0,43,1,7,7,93,28
247901,FLORESVILLE ISD,3971,15,11,3,2545,55,47,416,1290,1961
247903,LA VERNIA ISD,3220,3,16,0,901,32,61,280,2202,776
247904,POTH ISD,823,1,0,0,398,5,4,65,412,328
247906,STOCKDALE ISD,803,0,0,0,379,4,8,115,408,416
248901,KERMIT ISD,1458,11,2,0,1129,23,8,128,281,997
248902,WINK-LOVING ISD,439,0,2,0,165,9,6,32,255,158
249901,ALVORD ISD,713,0,2,0,89,9,7,57,601,216
249902,BOYD ISD,1174,3,16,1,171,8,30,72,941,587
249903,BRIDGEPORT ISD,2090,4,12,0,1042,20,35,190,973,1293
249904,CHICO ISD,616,0,6,1,158,3,14,51,431,338
249905,DECATUR ISD,2992,26,14,2,1038,35,41,287,1834,1427
249906,PARADISE ISD,1135,3,4,0,141,6,20,123,957,342
249908,SLIDELL ISD,269,0,1,0,72,1,1,20,189,136
250902,HAWKINS ISD,733,0,0,3,43,84,33,74,568,408
250903,MINEOLA ISD,1604,22,8,1,479,117,46,120,930,996
250904,QUITMAN ISD,1146,2,8,3,183,22,35,122,890,671
250905,YANTIS ISD,364,0,1,0,92,1,10,21,256,219
250906,ALBA-GOLDEN ISD,880,4,2,0,89,5,9,86,768,453
250907,WINNSBORO ISD,1485,14,7,1,215,22,44,108,1180,794
251901,DENVER CITY ISD,1781,10,5,0,1414,12,12,90,324,956
251902,PLAINS ISD,464,1,0,0,294,0,2,31,163,297
252901,GRAHAM ISD,2440,12,17,2,749,26,34,239,1600,1337
252902,NEWCASTLE ISD,229,0,0,0,24,0,11,24,193,120
252903,OLNEY ISD,687,4,4,0,258,15,21,103,382,408
253901,ZAPATA COUNTY ISD,3674,3,0,0,3640,0,0,308,29,3060
254901,CRYSTAL CITY ISD,1969,1,1,0,1935,9,3,194,19,1392
254902,LA PRYOR ISD,496,0,0,0,462,0,0,40,31,437
