DISTRICT,Year,ALL-DAE,ALL-DAE-S,ALL-EXP,ALL-EXP-S,ALL-ISS,ALL-ISS-S,ALL-OSS,ALL-OSS-S,ALL-POP,ASI-DAE,ASI-DAE-S,ASI-EXP,ASI-EXP-S,ASI-ISS,ASI-ISS-S,ASI-OSS,ASI-OSS-S,ASI-POP,BLA-DAE,BLA-DAE-S,BLA-EXP,BLA-EXP-S,BLA-ISS,BLA-ISS-S,BLA-OSS,BLA-OSS-S,BLA-POP,ECO-DAE,ECO-DAE-S,ECO-EXP,ECO-EXP-S,ECO-ISS,ECO-ISS-S,ECO-OSS,ECO-OSS-S,ECO-POP,HIS-DAE,HIS-DAE-S,HIS-EXP,HIS-EXP-S,HIS-ISS,HIS-ISS-S,HIS-OSS,HIS-OSS-S,HIS-POP,IND-DAE,IND-DAE-S,IND-EXP,IND-EXP-S,IND-ISS,IND-ISS-S,IND-OSS,IND-OSS-S,IND-POP,PCI-DAE,PCI-DAE-S,PCI-EXP,PCI-EXP-S,PCI-ISS,PCI-ISS-S,PCI-OSS,PCI-OSS-S,PCI-POP,SPE-DAE,SPE-DAE-S,SPE-EXP,SPE-EXP-S,SPE-ISS,SPE-ISS-S,SPE-OSS,SPE-OSS-S,SPE-POP,TWO-DAE,TWO-DAE-S,TWO-EXP,TWO-EXP-S,TWO-ISS,TWO-ISS-S,TWO-OSS,TWO-OSS-S,TWO-POP,WHI-DAE,WHI-DAE-S,WHI-EXP,WHI-EXP-S,WHI-ISS,WHI-ISS-S,WHI-OSS,WHI-OSS-S,WHI-POP
91910,2009,2,-6,,-1,149,-6,10,-6,830,,-6,,0,,-6,,-6,830,1,2,,0,9,-1,,-1,58,1,1,,0,81,5,1,-2,319,,0,,0,1,-4,,-1,42,,-6,,0,1,-6,,-6,830,,,,,,,,,830,1,1,,0,55,6,5,4,108,,,,,,,,,830,1,-1,,0,135,2,10,1,714
91913,2009,36,1,,-2,278,-6,31,-6,1450,,-6,,0,1,-6,,-6,1450,,-1,1,3,1,-1,5,5,14,17,2,1,1,109,2,18,4,499,1,-1,,0,1,-5,1,-1,72,1,-6,,0,6,-6,1,-6,1450,,,,,,,,,1450,9,3,,0,60,5,7,2,174,,,,,,,,,1450,1,-6,1,0,262,2,21,-5,1320
91914,2009,2,-6,2,1,287,-2,2,-6,960,1,-4,,-6,1,-6,,-6,960,1,2,,0,11,2,1,2,19,11,,,-1,137,4,1,1,371,1,2,,0,1,-5,,0,48,,-6,,-6,11,-6,,-6,960,,,,,,,,,960,1,1,1,1,81,6,1,1,106,,,,,,,,,960,11,,1,-2,256,-1,1,-2,864
91917,2009,2,-6,,-1,144,-6,19,-6,866,,-6,,0,,-6,,-6,866,,,,,,,,,0,5,5,,0,1,-6,10,3,218,5,5,,0,1,-6,1,-2,191,1,-4,,0,1,-6,1,-6,866,,,,,,,,,866,1,1,,0,53,6,13,6,104,,,,,,,,,866,1,-1,,0,111,1,1,-6,658
91918,2009,2,-6,,-1,347,5,55,-6,869,,-6,,0,1,-6,1,-6,869,,0,,0,10,1,,-1,17,1,1,,0,108,1,11,-2,270,,0,,0,11,-1,1,-1,35,,-6,,0,1,-6,1,-6,869,,,,,,,,,869,1,1,,0,87,5,14,3,130,,,,,,,,,869,9,,,0,319,-1,47,-2,808
92901,2009,46,-2,,-2,2730,6,174,-6,2399,,-6,,0,6,-6,,-6,2399,1,-5,,0,732,3,57,4,576,27,-1,,0,1650,1,107,1,1432,1,-2,,0,171,-5,1,-6,216,1,-6,,0,22,-6,1,-6,2399,,,,,,,,,2399,6,-1,,0,482,4,37,3,360,,,,,,,,,2399,32,1,,0,1799,-1,104,-2,1583
92902,2009,52,-6,2,-2,926,-6,445,-2,4128,,-6,,-6,12,-6,1,-6,4128,19,4,1,1,290,6,147,6,867,23,-2,1,-1,553,5,302,6,2225,6,-2,,-1,187,-2,1,-6,908,,-6,,-6,,-6,,-6,4128,,,,,,,,,4128,13,4,1,2,183,6,131,6,413,,,,,,,,,4128,27,-1,1,-1,437,-6,247,-1,2312
92903,2009,230,2,2,-5,3199,6,1870,6,9107,,-6,,-6,7,-6,1,-6,9107,164,6,1,1,2239,6,1331,6,4280,161,2,1,-1,2234,5,1348,6,6029,34,-6,1,1,554,-6,305,-6,2641,1,-6,,-6,8,-6,1,-6,9107,,,,,,,,,9107,54,6,1,1,657,6,456,6,1002,,,,,,,,,9107,1,-6,1,1,391,-6,211,-6,2095
92904,2009,164,5,2,-3,2833,6,711,6,5109,1,-6,,-6,28,-6,1,-6,5109,51,5,,-1,1007,6,288,6,920,80,1,1,1,1670,6,430,6,2371,1,-6,1,1,589,-3,126,-5,1175,,-6,,-6,12,-6,1,-6,5109,,,,,,,,,5109,32,5,1,2,540,6,176,6,511,,,,,,,,,5109,75,-4,,-2,1197,-6,286,-6,2912
92906,2009,22,-2,2,1,470,1,51,-6,1419,,-6,,-6,6,-6,,-6,1419,1,-1,,0,51,2,9,2,128,11,1,1,1,193,1,1,-6,575,1,-2,1,1,65,-1,9,1,199,,-6,,-6,,-6,,-6,1419,,,,,,,,,1419,1,-1,,0,37,-1,10,3,114,,,,,,,,,1419,16,-1,1,-1,348,-2,33,-3,1093
92907,2009,17,-6,,-2,667,1,114,-6,2053,,-6,,0,1,-6,1,-6,2053,10,6,,0,188,6,49,6,205,9,3,,0,270,6,58,6,536,,-1,,0,39,-2,1,-4,144,,-6,,0,1,-6,1,-6,2053,,,,,,,,,2053,7,5,,0,98,6,25,6,123,,,,,,,,,2053,7,-5,,0,435,-6,59,-6,1642
92908,2009,14,-5,,-2,270,-6,2,-6,1487,,-6,,0,1,-6,,-6,1487,1,1,,0,9,1,1,2,45,1,-2,,0,90,2,10,,437,,-1,,0,1,-5,,0,59,,-6,,0,,-6,,-6,1487,,,,,,,,,1487,1,1,,0,21,-1,1,2,119,,,,,,,,,1487,1,-6,,0,249,1,1,-2,1368
93901,2009,2,-5,,-1,80,-6,2,-6,687,,-6,,0,,-6,,-6,687,,-1,,0,11,1,,-1,82,1,1,,0,50,5,1,1,297,1,1,,0,8,-1,,-1,76,,-6,,0,,-6,,-6,687,,,,,,,,,687,,0,,0,16,5,1,2,55,,,,,,,,,687,1,-1,,0,61,1,1,-1,522
93903,2009,2,-5,,-1,138,-3,,-6,533,,-6,,0,,-6,,0,533,,0,,0,5,1,,0,16,1,1,,0,85,5,1,1,241,1,1,,0,28,4,1,2,59,,-6,,0,,-6,,0,533,,,,,,,,,533,1,2,,0,43,6,1,2,53,,,,,,,,,533,1,-1,,0,105,-4,,0,458
93904,2009,140,6,,-3,2390,6,539,6,3237,,-6,,0,,-6,,-6,3237,66,6,1,1,903,6,257,6,906,107,2,1,1,1991,6,433,5,2344,50,-2,,0,1015,3,183,-4,1295,,-6,,0,1,-6,1,-6,3237,,,,,,,,,3237,19,3,,0,186,-1,82,6,259,,,,,,,,,3237,24,-5,,0,1,-6,1,-6,1068
93905,2009,,-3,,0,2,-6,,-6,157,,0,,0,,-5,,0,157,,0,,0,,-1,,0,19,,0,,0,1,1,,0,77,,0,,0,1,2,,0,13,,0,,0,,-5,,0,157,,,,,,,,,157,,0,,0,1,2,,0,13,,,,,,,,,157,1,0,,0,1,-1,,0,126
94901,2009,428,6,63,6,5368,6,1116,6,8392,,-6,,-6,1,-6,,-6,8392,1,-6,1,-2,713,6,1,-6,587,309,5,41,1,4038,6,876,6,5354,277,2,48,3,3771,6,741,5,5119,1,-6,1,-6,1,-6,1,-6,8392,,,,,,,,,8392,103,6,9,1,1144,6,318,6,923,,,,,,,,,8392,82,-6,8,-5,878,-6,211,-6,2602
94902,2009,193,-6,2,-5,2148,-6,499,-6,12098,,-6,,-6,19,-6,8,-6,12098,19,-2,,-1,377,6,78,2,1573,69,5,1,1,749,6,192,6,3049,95,6,1,1,751,5,192,5,3750,5,-6,1,-5,20,-6,8,-6,12098,,,,,,,,,12098,40,6,1,2,431,6,130,6,1210,,,,,,,,,12098,74,-5,7,3,981,-6,213,-5,6291
94903,2009,33,-1,,-2,424,-5,106,-6,1614,,-6,,0,1,-6,,-6,1614,,-1,,0,1,-4,1,-1,32,15,2,,0,180,4,59,5,578,18,2,,0,193,2,59,4,662,,-6,,0,,-6,,-6,1614,,,,,,,,,1614,8,4,,0,86,6,23,5,129,,,,,,,,,1614,15,-2,,0,218,-2,1,-6,888
94904,2009,40,2,2,1,597,6,102,-6,1438,,-6,,-6,1,-6,1,-6,1438,1,-1,,0,39,3,7,2,58,26,4,1,1,292,5,64,5,591,1,-6,1,1,163,-2,30,-1,446,,-6,,-6,1,-6,1,-6,1438,,,,,,,,,1438,1,-2,,0,90,6,14,3,115,,,,,,,,,1438,20,-2,1,-1,381,-1,58,-2,920
95901,2009,2,-6,,-1,134,-6,2,-6,848,,-6,,0,,-6,,-6,848,1,2,,0,1,-1,,0,17,1,-1,,0,87,3,1,-1,465,10,,1,1,75,1,1,-1,458,,-6,,0,1,-6,,-6,848,,,,,,,,,848,1,1,,0,43,6,1,1,102,,,,,,,,,848,1,1,,0,1,-6,1,1,373
95902,2009,2,-1,,0,36,-2,2,-5,145,,-5,,0,,-6,,-5,145,,0,,0,,-1,,0,3,1,-1,,0,27,1,1,-1,98,1,-1,,0,22,1,1,-1,87,,-5,,0,,-6,,-5,145,,,,,,,,,145,1,2,,0,5,1,1,2,13,,,,,,,,,145,,-1,,0,14,1,,-1,55
95903,2009,2,-5,,-1,103,-6,2,-6,702,,-6,,0,,-6,,-6,702,1,2,,0,1,-3,1,2,42,1,-1,,0,91,5,18,,524,1,-1,,0,87,4,15,,498,,-6,,0,,-6,,-6,702,,,,,,,,,702,1,1,,0,20,2,1,1,91,,,,,,,,,702,,-1,,0,1,-6,1,1,161
95904,2009,2,-3,,-1,2,-6,,-6,302,,-5,,0,,-5,,0,302,,0,,0,,0,,0,6,1,-1,,0,1,-1,,0,213,1,-1,,0,1,-1,,0,223,,-5,,0,,-5,,0,302,,,,,,,,,302,1,1,,0,1,1,,0,36,,,,,,,,,302,1,1,,0,1,1,,0,76
95905,2009,132,-2,2,-3,5929,6,327,-6,6398,,-6,,-6,14,-6,,-6,6398,1,-3,,0,468,6,1,-6,320,82,-2,7,2,4173,2,216,-2,4453,108,3,1,-1,4723,6,277,6,4735,1,-6,,-6,45,-6,1,-6,6398,,,,,,,,,6398,45,6,1,1,1432,6,117,6,832,,,,,,,,,6398,14,-4,1,1,679,-6,34,-6,1280
96904,2009,2,-5,,-1,221,2,32,-6,637,,-6,,0,,-6,,-6,637,1,1,1,2,82,6,12,5,70,1,-1,1,1,184,6,22,1,406,1,1,,0,94,-2,12,-2,306,,-6,,0,,-6,,-6,637,,,,,,,,,637,1,1,,0,74,6,16,6,83,,,,,,,,,637,1,1,,0,45,-6,8,-2,261
96905,2009,,-4,,-1,,-6,,-6,240,,0,,0,,0,,0,240,,0,,0,,0,,0,7,,0,,0,1,1,,0,129,,0,,0,1,1,,0,94,,0,,0,,0,,0,240,,,,,,,,,240,,0,,0,,0,,0,22,,,,,,,,,240,,0,,0,,0,,0,139
97902,2009,2,-6,,-1,136,-6,2,-6,905,,-6,,0,,-6,,-6,905,,0,,0,,-1,,0,9,6,3,,0,92,5,1,1,444,1,1,,0,28,4,1,1,109,,-6,,0,,-6,,-6,905,,,,,,,,,905,1,1,,0,22,2,1,1,100,,,,,,,,,905,1,-1,,0,108,-3,1,-1,787
97903,2009,,-6,,-1,186,-5,2,-6,770,,0,,0,,-6,,-6,770,,0,,0,6,3,,0,8,,0,,0,116,3,1,-1,408,,0,,0,34,-1,,-1,154,,0,,0,,-6,,-6,770,,,,,,,,,770,,0,,0,54,6,1,2,77,,,,,,,,,770,,0,,0,146,1,1,-1,601
98901,2009,,-5,,-1,,-6,,-6,428,,0,,0,,0,,0,428,,,,,,,,,0,,0,,0,1,1,1,1,255,,0,,0,8,4,1,1,231,,0,,0,,0,,0,428,,,,,,,,,428,,0,,0,,0,,0,30,,,,,,,,,428,,0,,0,5,3,,0,197
98903,2009,,-2,,0,,-6,,-6,127,,0,,0,,0,,0,127,,,,,,,,,0,,0,,0,1,1,,0,75,,0,,0,1,1,,0,43,,0,,0,1,0,,0,127,,,,,,,,,127,,0,,0,,0,,0,10,,,,,,,,,127,,0,,0,,0,,0,83
98904,2009,,-6,,-1,74,-6,2,-6,866,,0,,0,,-6,,-6,866,,,,,,,,,0,,0,,0,1,-6,1,-1,449,,0,,0,47,1,1,-1,546,,0,,0,,-6,,-6,866,,,,,,,,,866,,0,,0,16,5,1,2,61,,,,,,,,,866,,0,,0,27,1,,-1,312
99902,2009,2,-2,,-1,2,-6,,-6,211,,-5,,0,1,-3,,0,211,,0,,0,,0,,0,8,1,-1,,0,8,2,,0,151,,-1,,0,7,5,,0,65,,-5,,0,1,-3,1,0,211,,,,,,,,,211,1,1,,0,1,1,,0,27,,,,,,,,,211,1,-1,,0,1,-1,1,1,127
99903,2009,2,-5,2,2,144,-5,23,-6,613,,-6,,-6,,-6,,-6,613,,0,,0,1,-5,1,-1,49,1,-1,1,-1,81,-2,1,-6,378,,-1,,-1,34,-1,1,-3,153,,-6,,-6,1,-6,,-6,613,,,,,,,,,613,1,1,1,1,74,6,8,3,104,,,,,,,,,613,6,2,1,-1,79,-3,16,1,405
100903,2009,2,-6,2,1,421,-3,58,-6,1485,,-6,,-6,,-6,,-6,1485,1,1,1,1,1,-6,1,-4,208,1,1,,-1,205,2,25,-1,671,,0,,0,1,-6,1,-1,59,,-6,,-6,,-6,,-6,1485,,,,,,,,,1485,1,1,1,1,67,4,14,4,163,,,,,,,,,1485,1,-1,1,-1,333,-2,39,-4,1218
100904,2009,130,6,2,-1,1491,6,128,-6,3182,,-6,,-6,,-6,,-6,3182,39,4,1,1,527,6,35,3,636,74,2,1,1,932,6,85,5,1569,1,-3,,0,1,-6,8,2,127,1,-6,,-6,1,-6,,-6,3182,,,,,,,,,3182,37,6,1,1,344,6,57,6,414,,,,,,,,,3182,86,-3,1,-1,916,-6,85,-3,2386
100905,2009,19,-6,2,-1,548,-6,123,-6,2198,,-6,,-6,,-6,,-6,2198,1,-1,1,1,105,6,1,-5,242,11,2,1,1,208,-1,58,3,846,1,-1,,0,43,2,1,-4,132,,-6,,-6,,-6,,-6,2198,,,,,,,,,2198,6,3,1,1,91,5,22,3,242,,,,,,,,,2198,1,-6,1,-1,400,-6,105,1,1802
100907,2009,58,-5,,-4,783,-6,156,-6,4241,,-6,,0,1,-6,,-6,4241,,,,,1,,,,0,1,-6,1,1,299,6,61,4,1213,1,-1,,0,34,1,1,-3,170,,-6,,0,1,-6,1,-6,4241,,,,,,,,,4241,13,4,,0,142,6,30,5,382,,,,,,,,,4241,1,-6,5,1,738,-1,141,-3,4029
100908,2009,2,-5,,-1,125,-6,2,-6,661,,-6,,0,,-6,,-6,661,,0,,0,,-1,,0,7,1,1,,0,47,-2,10,,284,,0,,0,5,3,,0,7,,-6,,0,,-6,,-6,661,,,,,,,,,661,1,1,,0,16,-1,1,1,86,,,,,,,,,661,9,,,0,120,-2,17,,648
101801,2009,,-4,,-1,,-6,,-6,281,,0,,0,,0,,0,281,,0,,0,,0,,0,214,,0,,0,,0,,0,241,,0,,0,,0,,0,45,,0,,0,,0,,0,281,,,,,,,,,281,,0,,0,,0,,0,11,,,,,,,,,281,,,,,,,,,0
101805,2009,,-6,,-1,,-6,,-6,827,,0,,0,,0,,0,827,,0,,0,,0,1,0,769,,0,,0,,0,1,0,739,,0,,0,,0,1,2,58,,0,,0,,0,,0,827,,,,,,,,,827,,0,,0,,0,,0,58,,,,,,,,,827,,,,,,,,,0
101809,2009,,-5,,-1,,-6,2,-6,457,,0,,0,,0,1,-4,457,,0,,0,,0,1,2,37,,0,,0,,0,1,1,170,,0,,0,,0,1,1,82,,0,,0,,0,,-6,457,,,,,,,,,457,,0,,0,,0,1,1,69,,,,,,,,,457,,0,,0,,0,1,-1,324
101812,2009,,-6,,-2,,-6,2,-6,1312,,0,,0,,0,,-6,1312,,0,1,1,,0,14,,695,,0,1,0,,0,1,-1,1170,,0,,0,,0,,-1,590,,0,,0,,0,,-6,1312,,,,,,,,,1312,,0,,0,,0,1,1,184,,,,,,,,,1312,,0,,0,,0,,0,13
101817,2009,,-4,,-1,,-6,,-6,258,,0,,0,,0,,0,258,,0,,0,,0,,0,214,,0,,0,,0,,0,174,,0,,0,,0,,0,41,,0,,0,,0,,0,258,,,,,,,,,258,,0,,0,,0,,0,15,,,,,,,,,258,,0,,0,,0,,0,3
101820,2009,,-6,,-1,,-6,,-6,615,,0,,0,,0,,0,615,,0,11,1,,0,,0,584,,0,1,1,,0,,0,490,,0,,0,,0,,0,25,,0,,0,,0,,0,615,,,,,,,,,615,,0,,0,,0,,0,98,,,,,,,,,615,,0,,0,,0,,0,6
101822,2009,,-4,,-1,,-6,,-6,275,,0,,0,,0,,0,275,,0,,0,,0,,0,201,,0,,0,,0,,0,205,,0,,0,,0,,0,41,,0,,0,,0,,0,275,,,,,,,,,275,,0,,0,,0,,0,104,,,,,,,,,275,,0,,0,,0,,0,30
101823,2009,,-5,,-1,,-6,,-6,504,,0,,0,,0,,0,504,,0,,0,,0,,0,484,,0,,0,,0,,0,504,,0,,0,,0,,0,20,,0,,0,,0,,0,504,,,,,,,,,504,,0,,0,,0,,0,35,,,,,,,,,504,,,,,,,,,0
101831,2009,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,1,,,,,,,,,0,,,,,,,,,1,,,,,,,,,0
101834,2009,,-2,,0,,-6,,-6,139,,0,,0,,0,,0,139,,0,,0,,0,,0,113,,0,,0,,0,,0,132,,0,,0,,0,,0,26,,0,,0,,0,,0,139,,,,,,,,,139,,0,,0,,0,,0,18,,,,,,,,,139,,,,,,,,,0
101843,2009,,-5,,-1,,-6,,-6,422,,0,,0,,0,,0,422,,0,,0,,0,1,0,359,,0,,0,,0,1,3,11,,0,,0,,0,1,2,55,,0,,0,,0,,0,422,,,,,,,,,422,,0,,0,,0,,0,21,,,,,,,,,422,,0,,0,,0,,0,8
101848,2009,,-5,,-1,2,-6,30,-3,391,,0,,0,,-5,,-6,391,,0,,0,1,-1,24,-1,321,,0,,0,1,-2,1,-6,383,,0,,0,1,1,1,-2,47,,0,,0,,-5,,-6,391,,,,,,,,,391,,0,,0,1,1,11,3,70,,,,,,,,,391,,0,,0,1,2,1,-1,23
101851,2009,,-5,,-1,,-6,121,6,458,,0,,0,,0,,-6,458,,0,,0,,0,1,-6,426,,0,,0,,0,84,-5,395,,0,,0,,0,1,-3,23,,0,,0,,0,,-6,458,,,,,,,,,458,,0,,0,,0,32,2,96,,,,,,,,,458,,0,,0,,0,,-1,5
101852,2009,,-2,,0,,-6,,-5,101,,0,,0,,0,,0,101,,0,,0,,0,,0,5,,0,,0,,0,,0,79,,0,,0,,0,,0,93,,0,,0,,0,,0,101,,,,,,,,,101,,,,,,,,,0,,,,,,,,,101,,0,,0,,0,,0,3
101854,2009,,-5,,-1,510,6,112,6,446,,0,,0,,-6,,-6,446,1,1,,0,218,2,58,3,174,1,1,,0,315,-6,59,-6,352,,0,,0,248,-2,49,-2,236,,0,,0,,-6,,-6,446,,,,,,,,,446,,0,,0,31,3,8,2,13,,,,,,,,,446,,0,,0,44,1,5,-2,36
101857,2009,,-6,,-1,,-6,2,-6,535,,0,,0,,0,1,-4,535,,0,,0,,0,7,6,96,,0,,0,,0,15,,326,,0,,0,,0,13,,166,,0,,0,,0,,-6,535,,,,,,,,,535,,0,,0,,0,1,3,5,,,,,,,,,535,,0,,0,,0,1,1,107
101860,2009,,-6,,-1,,-6,2,-6,748,,0,,0,,0,,-6,748,,0,,0,,0,1,-1,643,,0,,0,,0,1,-1,571,,0,,0,,0,1,1,90,,0,,0,,0,,-6,748,,,,,,,,,748,,0,,0,,0,1,2,45,,,,,,,,,748,,0,,0,,0,1,3,7
101902,2009,1784,6,570,6,47313,6,17982,6,67468,1,-6,1,-6,263,-6,133,-6,67468,811,6,215,5,20180,6,9333,6,20240,1327,-6,419,-6,38619,-6,14521,-6,57348,906,-6,330,-5,25646,-6,8025,-6,43854,1,-6,,-6,24,-6,19,-6,67468,,,,,,,,,67468,268,6,79,6,4707,6,2650,6,4723,,,,,,,,,67468,55,1,1,-6,1200,-6,472,-4,2024
101903,2009,1398,6,64,-1,22317,6,13341,6,50286,1,-6,,-6,735,-6,291,-6,50286,767,6,33,4,11488,6,7602,6,17600,967,-6,46,-1,17075,1,10107,-2,38419,557,-6,1,-6,9479,-6,5063,-6,24640,1,-6,1,-6,6,-6,18,-6,50286,,,,,,,,,50286,265,6,8,1,3000,6,3022,6,4526,,,,,,,,,50286,44,-2,1,-1,609,-6,367,-6,2011
101905,2009,478,6,46,6,2490,-6,1136,3,9423,1,-6,,-6,12,-6,1,-6,9423,112,6,1,-3,543,6,279,6,1319,360,-1,36,1,1864,-2,861,-1,7161,304,-4,35,2,1555,-6,653,-6,6502,1,-6,,-6,5,-6,1,-6,9423,,,,,,,,,9423,64,3,5,1,290,3,235,6,942,,,,,,,,,9423,1,-6,1,-4,375,1,198,3,1413
101906,2009,151,3,,-5,2128,6,517,-5,5456,,-6,,0,,-6,,-6,5456,56,6,,0,700,6,188,6,1091,72,1,1,1,1149,6,271,3,2559,32,-1,1,1,1,-6,1,-6,1309,,-6,,0,1,-6,1,-6,5456,,,,,,,,,5456,40,6,,0,302,6,127,6,491,,,,,,,,,5456,63,-5,1,1,997,-6,241,-5,3001
101907,2009,1594,-6,125,-2,52653,6,18575,6,107157,36,-6,1,-6,1234,-6,381,-6,107157,454,6,1,-6,16672,6,6018,6,17145,774,6,41,-3,29775,6,10934,6,44470,703,6,69,5,21998,6,8394,6,40720,,-6,,-6,51,-6,15,-6,107157,,,,,,,,,107157,244,6,17,4,7893,6,3446,6,7501,,,,,,,,,107157,401,-6,38,-2,12698,-6,3767,-6,39648
101908,2009,343,3,29,3,4392,2,707,-6,13380,1,-6,,-6,40,-6,1,-6,13380,1,-5,,-1,204,6,1,-6,401,142,3,10,-1,1864,6,313,5,4897,162,2,11,-1,2117,6,345,5,5753,,-6,,-6,19,-6,1,-6,13380,,,,,,,,,13380,60,5,7,3,877,6,174,6,1338,,,,,,,,,13380,150,-5,18,1,2012,-6,303,-6,7091
101909,2009,320,6,2,-5,928,-6,1772,6,9118,,-6,,-6,,-6,1,-6,9118,273,6,1,-1,794,6,1503,6,6291,285,-6,1,-5,857,-6,1609,-6,9118,47,-6,1,1,1,-6,258,-6,2827,,-6,,-6,,-6,,-6,9118,,,,,,,,,9118,39,3,,0,118,5,302,6,821,,,,,,,,,9118,,-2,,0,1,-5,1,-6,91
101910,2009,223,-6,35,1,9491,6,2011,-6,23021,,-6,,-6,41,-6,7,-6,23021,60,3,1,-4,2990,6,735,6,4604,139,-6,19,-5,6917,-6,1424,-6,17979,137,-5,27,1,5957,-6,1173,-6,16805,1,-6,,-6,12,-6,7,-6,23021,,,,,,,,,23021,31,3,5,1,1632,6,372,6,2072,,,,,,,,,23021,1,-5,1,-1,491,-4,89,-4,1381
101911,2009,1214,6,,-6,12131,6,3506,6,22378,,-6,,0,11,-6,1,-6,22378,421,6,1,2,3750,6,1289,6,4028,850,5,1,1,8680,6,2592,6,14434,560,-5,1,1,5765,-6,1501,-6,11413,1,-6,,0,11,-6,1,-6,22378,,,,,,,,,22378,211,6,,0,2025,6,753,6,2238,,,,,,,,,22378,1,-6,8,5,2594,-6,1,-6,6490
101912,2009,3933,-6,182,-6,51222,-6,42872,6,215486,1,-6,1,-6,334,-6,240,-6,215486,1639,6,71,5,17911,6,21845,6,60336,3062,-6,129,-5,42014,6,35677,6,174544,2138,-6,106,-1,31344,1,19611,-6,131446,1,-6,1,-6,17,-6,16,-6,215486,,,,,,,,,215486,447,6,64,6,8424,6,9315,6,17239,,,,,,,,,215486,129,-6,1,-6,1616,-6,1160,-6,17239
101913,2009,420,-6,20,-6,6532,-6,1460,-6,36084,1,-6,,-6,80,-6,20,-6,36084,139,6,6,2,2683,6,698,6,6495,153,5,1,-3,3065,6,852,6,9815,118,2,7,1,1866,6,435,5,9382,1,-6,,-6,30,-6,5,-6,36084,,,,,,,,,36084,67,6,1,-1,1385,6,361,6,3248,,,,,,,,,36084,154,-6,7,-2,1873,-6,302,-6,19125
101914,2009,311,-6,52,-5,8773,-6,3047,-6,59604,1,-6,1,-6,238,-6,55,-6,59604,60,6,1,-3,1806,6,767,6,5960,141,6,19,2,4053,6,1544,6,16630,132,5,22,2,3389,6,1283,6,18477,1,-6,1,-6,10,-6,7,-6,59604,,,,,,,,,59604,58,6,6,1,1455,6,629,6,4768,,,,,,,,,59604,107,-6,21,-2,3330,-6,935,-6,29206
101915,2009,705,-6,164,6,16570,6,7332,6,46854,1,-6,1,-6,444,-6,120,-6,46854,274,6,61,6,4764,6,2993,6,7497,373,6,71,3,8393,6,4352,6,16867,245,2,55,1,6421,6,2687,6,14993,1,-6,,-6,44,-6,25,-6,46854,,,,,,,,,46854,177,6,37,6,2595,6,1706,6,3280,,,,,,,,,46854,173,-6,1,-6,4897,-6,1507,-6,20616
101916,2009,189,-1,2,-5,3466,6,485,-6,8597,,-6,,-6,10,-6,1,-6,8597,1,-6,,0,558,6,1,-6,774,101,4,1,1,1794,6,246,4,3774,49,-5,1,1,1068,-6,139,-5,3181,1,-6,,-6,19,-6,1,-6,8597,,,,,,,,,8597,31,4,,0,678,6,97,6,860,,,,,,,,,8597,90,-2,1,-1,1811,1,238,-2,4470
101917,2009,577,-6,28,-6,25204,6,4879,-6,55136,1,-6,1,-6,165,-6,39,-6,55136,48,1,1,-1,2335,6,623,6,4411,393,-5,16,-3,19616,6,3601,-2,41297,451,1,1,-6,20168,6,3713,-2,42455,1,-6,,-6,54,-6,7,-6,55136,,,,,,,,,55136,75,6,1,-1,3151,6,731,6,3860,,,,,,,,,55136,66,-1,1,-2,2482,-6,497,-5,6616
101919,2009,435,-6,34,-3,13559,6,6854,6,38001,1,-6,,-6,97,-6,55,-6,38001,282,6,1,-6,7996,6,4440,6,14820,239,-4,16,-2,8701,6,4284,2,23523,108,-6,18,2,3900,-6,1752,-6,14820,,-6,,-6,29,-6,8,-6,38001,,,,,,,,,38001,64,5,6,2,2149,6,1540,6,3800,,,,,,,,,38001,1,-6,1,-3,1537,-6,599,-6,6460
101920,2009,375,-6,2,-6,10496,-6,2934,-6,34847,6,-6,,-6,192,-6,39,-6,34847,65,6,1,2,1756,6,598,6,2439,227,4,6,3,6985,6,2027,6,18783,247,5,1,-1,7251,6,1933,6,19514,,-6,,-6,15,-6,13,-6,34847,,,,,,,,,34847,84,6,1,2,2335,6,773,6,3136,,,,,,,,,34847,57,-6,,-1,1282,-6,351,-6,10803
101921,2009,193,-4,14,1,2570,-6,718,-6,10355,1,-6,,-6,23,-6,1,-6,10355,1,-5,1,1,413,6,155,6,725,94,6,6,2,1059,6,345,6,2392,54,3,1,-2,690,6,179,3,2175,,-6,,-6,8,-6,1,-6,10355,,,,,,,,,10355,40,6,1,1,475,6,173,6,725,,,,,,,,,10355,95,-6,7,-2,1436,-6,376,-6,6938
101924,2009,117,-5,2,-4,3499,6,623,-6,6905,,-6,,-6,1,-6,,-6,6905,48,5,1,1,1443,6,234,6,1726,66,-6,1,-1,2586,-6,430,-6,5420,60,-3,1,-1,1622,-6,314,-6,4212,,-6,,-6,1,-6,,-6,6905,,,,,,,,,6905,11,2,,0,342,6,94,6,414,,,,,,,,,6905,9,-3,,-1,427,-4,75,-2,967
