SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT08R,DA0708DR08R,DADC408R,DA0GR08N,DAGC408R,DA311TA09R,DA311TR09R,DA311TW09R,DA311TM09R,DA311TC09R,DA311TS09R,DB311TA09R,DH311TA09R,DW311TA09R,DO311TA09R,DE311TA09R,DACTA09R,DA0CT08R,DA0CC08R,DA0CS08R,DA0CA08R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Copperas Cove,050910,050 CORYELL,12,AA,10,7932,25,15,55,4,41.7,1,10,1,19,4,95,0,11.6,391,78.4,82,94,94,89,86,96,73,82,86,87,76,87,60.1,25.4,965,20,1218,558,1,2,8,46,9,33,100894,71839,53310,46044,23,6.5,14.2,39.9,10,11,16.1,8,8,81,3,76,8,8,0,3,3,149925,1.181000,75573038,9601,55,24,22,15701151,25,75167453,64959953,8253,56,9,6,10,19,36254127,4606,63,17,9,1,4,1,4,2
Paducah,051901,051 COTTLE,17,AA,1,254,21,28,51,1,70.1,1,11,0,30,2,95.8,0,6.3,14,81.3,58,85,94,63,62,82,47,49,69,.,55,93,81.8,22.2,.,19,45,26,1,2,4,57,12,23,37233,50000,28175,41382,4,5.7,10,15.7,17.2,7.8,10.7,0,0,100,0,81,4,2,0,14,0,559043,1.040000,3258604,13300,44,46,10,3164306,115,2935387,2688194,10972,59,10,6,10,16,1586381,6475,54,10,19,0,11,0,6,0
Crane,052901,052 CRANE,18,AA,3,1021,3,64,32,0,39.2,11,8,11,23,8,94.9,0,17.4,53,73.9,70,87,91,77,77,86,60,64,82,.,61,90,87.8,13.9,848,20.9,163,94,3,2,7,58,12,18,77317,72100,61192,49710,26,6.3,10.8,19.1,16,14.1,11.2,2,15,83,0,84,5,3,1,4,3,2152520,1.040000,16937409,17283,42,53,4,13959310,41,14295702,12730191,12990,55,9,3,13,20,6999773,7143,67,11,8,2,4,0,8,0
Crockett County Cons CSD,053001,053 CROCKETT,15,AA,3,755,1,73,26,0,50.3,15,9,15,23,5,96.1,0,5.2,54,89.7,64,91,98,76,60,86,.,59,79,.,56,87,50,9.1,985,18.4,163,80,1,2,3,49,17,27,66365,36267,51367,43196,43,4.6,9.5,39.4,12,8.8,15.4,0,15,85,0,78,7,4,1,6,4,3184167,1.195000,11726021,15229,40,55,5,4313049,15,10823394,9691936,12587,58,7,5,16,14,5614867,7292,63,12,16,1,3,1,5,0
Crosbyton Cons,054901,054 CROSBY,17,AA,4,409,4,67,28,1,65.5,1,11,1,37,6,95.7,0,3.1,29,90.6,63,85,85,79,64,85,33,54,84,.,53,72,55,18.2,.,19.1,84,46,2,4,2,55,13,24,70491,59096,43840,39457,37,4.9,8.9,36.9,10.7,15.4,33.8,0,17,80,2,81,5,5,0,9,0,179302,1.040000,5804418,14297,63,14,22,1143695,27,5139167,4788039,11793,58,8,6,12,16,2782677,6854,59,13,14,1,7,1,5,0
Lorenzo,054902,054 CROSBY,17,AA,2,296,3,79,18,0,81.1,9,17,9,29,5,94.9,0,14.3,15,81,51,89,.,59,60,78,63,46,67,.,47,67,72.7,25,.,19.6,78,40,3,5,0,51,12,29,71998,56652,.,39834,36,3.8,7.4,42.4,11.9,18.8,22.1,2,10,88,0,78,8,2,5,6,0,401898,1.011000,6794602,21778,40,35,25,2213264,56,6808210,5771864,18500,53,10,3,9,25,3039928,9743,28,47,19,0,3,0,4,0
Ralls,054903,054 CROSBY,17,AA,4,540,2,75,22,0,78.1,2,14,2,26,7,95.1,0,5,34,90,65,85,89,84,61,92,.,58,86,.,60,89,61.5,12.5,975,18.7,105,52,2,7,8,49,12,22,68804,52911,42756,36471,30,5.1,10.4,40.5,9.2,7.7,31.9,0,15,83,2,77,6,11,0,5,0,190820,1.040000,6294195,11831,14,72,15,824065,15,6699546,5778211,10861,58,6,6,11,20,3340109,6278,61,12,16,1,5,0,3,2
Culberson County-Allamoore,055901,055 CULBERSON,18,AA,3,496,0,85,13,2,84.3,8,7,7,33,6,94.9,0,8.2,55,91.8,56,82,79,68,59,92,.,52,81,50,52,74,54.2,7.7,839,17.6,93,48,2,3,6,52,8,29,73311,63781,34971,43110,71,5.3,10.3,27.8,12.4,20.5,27.9,2,50,48,0,77,11,2,2,5,3,644814,1.087000,7543938,13667,37,52,11,922665,16,7284910,6824522,12363,55,9,5,13,18,3751503,6796,59,9,21,1,4,0,7,0
Dalhart,056901,056 DALLAM,16,AA,5,1600,2,42,55,1,57.4,7,12,7,26,3,95.7,0,5.6,93,87,65,89,90,73,72,91,42,51,75,78,56,87,70.9,14.8,1010,20.6,282,138,1,3,5,49,17,26,86022,68434,47849,39008,22,5.7,11.6,37.7,10,0.4,14.8,0,6,94,0,80,10,1,2,6,1,331738,1.209000,16239430,9884,45,42,12,1869220,16,29391539,13391381,8151,57,5,6,11,21,7656108,4660,61,13,16,2,4,0,4,1
Texline,056902,056 DALLAM,16,AA,1,159,1,38,59,2,54.7,18,6,18,30,8,96,0,0,9,100,72,96,.,75,79,97,.,55,83,.,63,100,100,22.2,.,20.9,31,16,3,6,1,52,18,19,72501,43250,45380,42328,6,5.1,9.9,18.8,14.6,12.5,19,0,0,100,0,95,2,0,0,4,0,519455,1.170000,2085587,12954,39,53,8,703863,42,1965321,1777236,11039,55,15,4,13,13,969583,6022,71,8,16,1,3,0,1,0
Pegasus Sch of Liberal Arts,057802,057 DALLAS,10,EA,1,487,36,62,2,1,74.5,28,9,28,0,0,96,0,0,18,94.7,59,83,88,69,70,93,56,61,67,.,57,95,68.8,9.1,917,16,56,41,3,7,4,73,13,0,79333,41491,43005,38429,45,8.6,11.8,94.2,1.6,16.6,41,30,6,64,0,93,7,0,0,0,0,0,0.000000,2537210,7954,91,1,8,724146,20,2758376,2754610,8635,67,7,5,16,6,1831752,5742,75,10,14,1,0,0,0,0
North Hills Preparatory Sch,057803,057 DALLAS,10,EX,3,1269,5,14,32,49,2.8,5,4,4,0,0,97.3,0,0,73,100,95,99,97,97,96,99,90,89,95,97,92,99,.,64.2,1142,24.4,146,92,2,5,22,63,4,4,48366,49959,29190,38891,26,8.7,13.8,65.7,5.6,26.5,46.1,6,10,76,8,90,1,0,0,0,9,0,0.000000,11825564,7327,89,9,2,5446616,66,10642767,10544750,6533,58,9,6,20,8,6140534,3805,95,4,0,0,0,0,0,0
Dallas Can Academy Charter,057804,057 DALLAS,10,EU,4,1736,53,44,3,1,88.9,15,14,11,23,0,90.4,.,43.3,374,17.4,21,66,.,26,30,75,18,22,40,36,21,38,8.2,0,721,13.9,199,105,2,7,19,53,5,14,82594,59406,42178,43957,82,8.7,16.5,74.5,3.7,5.7,39.4,65,14,19,2,78,14,0,2,6,0,0,0.000000,18952555,10385,84,4,13,330874,3,15195313,15090342,8269,44,14,8,14,19,6680476,3661,48,18,28,4,2,0,0,0
Dallas Community Charter,057805,057 DALLAS,10,EX,1,198,6,68,24,3,63.1,42,4,39,0,0,96,.,.,0,.,75,95,.,75,.,.,.,80,.,.,92,.,.,.,.,.,21,10,5,7,6,47,36,0,23682,59959,52407,35561,40,9.6,20.5,62,4.6,13.3,23.1,9,10,70,10,60,4,35,1,0,0,0,0.000000,1289401,7285,82,11,7,393318,39,1189292,1186341,6702,59,11,13,9,8,696995,3938,56,7,33,3,0,0,0,0
Eagle Advantage,057806,057 DALLAS,10,AA,1,1496,17,44,35,4,59,10,7,10,22,0,95.5,0,.,22,.,57,89,90,65,61,89,47,56,62,67,58,76,0,.,.,.,191,99,1,3,7,52,6,32,95750,47501,41092,32973,48,7.8,15.1,99,0.1,15.1,52.9,21,16,61,2,91,6,0,0,3,0,0,0.000000,12093127,8352,85,3,13,455917,4,10205943,10165192,7020,55,14,5,16,10,5605261,3871,64,9,22,0,3,0,2,0
Life,057807,057 DALLAS,10,AA,4,3124,48,23,27,2,42.3,6,9,5,5,1,97.1,0,1.4,69,94.3,70,92,95,79,73,87,66,65,82,90,66,91,62.9,12.8,854,16.9,344,181,3,5,5,52,8,26,92032,51495,55027,42945,30,9.1,17.3,69.4,4.8,14.9,28.3,10,6,82,2,90,6,0,0,1,3,0,0.000000,21212642,7498,92,2,6,429399,2,20052650,19758508,6984,47,7,8,28,10,9277530,3279,69,11,14,1,0,1,6,0
Universal Academy,057808,057 DALLAS,10,AA,2,1472,39,28,4,29,49.7,20,2,19,0,7,97.1,0,.,6,.,72,90,96,80,67,91,61,65,90,93,58,75,.,0,.,.,147,102,2,2,12,69,14,0,72667,39833,35845,38410,66,10,14.4,75.5,4.2,13.7,38.1,53,4,39,4,95,3,0,2,0,0,0,0.000000,10491786,8064,85,7,9,-2426859,-24,10472402,10472402,8050,45,21,1,19,13,4715115,3624,100,0,0,0,0,0,0,0
Nova Academy,057809,057 DALLAS,10,RE,1,198,31,67,2,1,85.9,51,3,51,0,0,97.8,.,.,0,.,68,88,85,84,72,.,68,69,.,.,67,.,.,.,.,.,24,15,5,4,21,61,8,0,54666,45000,27526,34055,98,8.4,13.7,82.8,2.8,13.8,62.3,90,7,3,0,97,3,0,0,0,0,0,0.000000,1313368,8419,86,2,13,167320,15,1210628,1210628,7760,63,12,2,12,11,759949,4871,70,4,22,4,0,0,0,0
Academy of Dallas,057810,057 DALLAS,10,AU,1,520,82,18,0,0,94.8,3,4,2,0,0,94.1,0,.,0,.,47,81,76,60,42,90,42,57,.,.,48,.,.,.,.,.,67,36,0,4,13,54,27,1,.,43649,27049,30902,94,7.8,14.5,72.2,5.1,5.6,25.6,86,0,8,6,72,3,22,3,0,0,0,0.000000,4277119,8387,84,1,15,84166,3,4080898,4024330,7891,56,13,11,13,6,2252250,4416,67,6,26,1,0,0,0,0
Children First Acad-Dallas,057811,057 DALLAS,10,RE,1,287,99,1,0,0,96.9,0,6,0,0,0,96.2,0,.,0,.,77,93,97,85,89,.,76,.,.,.,76,.,.,.,.,.,53,17,8,6,0,32,15,39,64456,42958,.,33482,100,5.5,16.9,82.4,2.1,5.9,35.3,100,0,0,0,82,0,18,0,0,0,0,0.000000,2162380,7355,100,0,0,1756219,174,2583217,2583217,8786,34,18,4,4,40,883800,3006,69,8,24,0,0,0,0,0
Trinity Basin Preparatory,057813,057 DALLAS,10,AA,1,554,8,90,2,0,89.2,38,3,38,0,0,97,0,.,0,.,58,83,83,74,64,92,44,58,.,.,56,.,.,.,.,.,82,37,1,4,32,45,18,0,120000,49333,21265,41502,29,6.8,15.2,97.3,1.9,2.7,54.5,5,5,90,0,77,5,0,18,0,0,0,0.000000,4429685,8421,85,1,13,8290,0,4435478,4192864,7971,52,16,4,19,10,2176575,4138,85,4,10,1,0,0,0,0
Dallas County Juv Justice,057814,057 DALLAS,10,EN,5,576,47,44,9,1,100,10,13,9,31,0,96.3,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,121,64,1,10,7,53,1,29,67916,69142,64022,59630,80,4.8,9,50,7.7,10.9,13.8,70,6,20,3,62,28,0,9,0,0,0,0.000000,7716884,11746,79,0,21,.,.,7872776,7872776,11983,67,9,13,0,11,5237258,7971,52,16,28,4,0,0,0,0
Faith Family Acad-Oak Cliff,057815,057 DALLAS,10,EA,3,1310,53,47,0,0,91.5,40,6,36,6,0,95.1,0,15.8,35,81.6,39,72,76,55,48,62,28,46,.,.,39,48,32.1,0,719,.,186,91,1,3,10,49,9,28,140000,66003,56467,43011,55,7.1,14.5,97.8,1.3,0,36.3,18,15,63,3,93,5,0,0,1,0,0,0.000000,10810797,8768,76,6,18,1760214,20,11470944,10764343,8730,62,6,4,18,10,6622311,5371,57,11,22,7,3,0,1,0
A W Brown-Fellowship Chart,057816,057 DALLAS,10,RE,2,1223,98,2,0,0,82.9,1,9,1,0,0,98.2,.,.,0,.,84,94,98,91,81,.,84,.,.,.,83,.,.,.,.,.,107,56,1,5,1,52,9,32,101430,66460,74736,43314,93,11.4,21.8,41.1,6.9,16.1,22.2,89,2,9,0,91,9,0,0,0,0,0,0.000000,9329823,7974,87,3,10,440273,5,8280045,7405523,6330,59,11,4,14,12,4350127,3718,69,13,18,0,0,0,0,0
Focus Learning Academy,057817,057 DALLAS,10,EA,1,412,82,18,0,0,85.4,8,21,8,0,0,95.1,4.2,.,0,.,78,91,.,82,86,.,75,88,.,.,77,.,.,.,.,.,43,27,6,3,2,63,5,21,98058,113431,24000,43571,95,9.6,15.3,51.8,7.3,0,60,93,4,4,0,85,11,4,0,0,0,0,0.000000,3408643,10488,82,3,15,239139,7,3341364,3129359,9629,45,18,5,15,17,1416239,4358,50,26,25,0,0,0,0,0
Jean Massieu Academy,057819,057 DALLAS,10,AU,1,91,30,56,12,2,70.3,11,43,11,29,0,92.7,0,0,5,80,33,71,.,32,40,.,.,33,.,.,31,.,.,.,.,.,27,13,4,7,18,47,15,9,41500,45900,31720,29735,16,3.3,7,46.2,6,7.7,21.1,8,0,92,0,75,19,0,0,6,0,0,0.000000,1259330,13839,67,0,33,700749,54,1070076,1008785,11086,58,18,3,10,12,582115,6397,75,8,18,0,0,0,0,0
School of Lib Arts & Sci,057821,057 DALLAS,10,AA,1,706,2,98,0,0,94.8,28,3,28,0,0,97.5,0.8,.,0,.,66,91,93,75,61,99,38,67,.,.,66,.,.,.,.,.,95,45,1,5,31,48,15,0,125000,47400,24826,42057,37,7.4,15.5,91.7,2.3,12.7,52.8,9,15,74,2,76,13,0,11,0,0,0,0.000000,5219484,8155,86,1,13,443114,9,4917064,4916964,7683,54,15,5,15,11,2663773,4162,89,2,8,1,0,0,0,0
Honors Academy,057825,057 DALLAS,10,EA,6,941,25,34,39,1,66.8,1,12,1,52,0,91.9,0,29.5,121,48.2,37,76,94,49,42,70,26,37,46,60,34,42,4.5,0,.,.,118,68,3,5,8,57,0,26,90681,45806,34714,33401,44,8,13.9,82.3,4.5,14.7,47.9,40,6,50,4,86,4,0,0,10,0,0,0.000000,7898549,9644,84,2,14,3833337,60,6837781,6837781,8349,54,13,8,11,13,3721017,4543,51,13,25,0,12,0,0,0
Nova Academy (Southeast),057827,057 DALLAS,10,RE,1,288,51,47,1,0,91.7,25,5,24,0,0,96.6,.,.,0,.,69,91,93,74,88,.,58,81,.,.,71,.,.,.,.,.,40,24,5,3,15,60,12,5,83436,58325,29056,34973,87,7.3,12.1,75,3.7,16.8,45,87,0,13,0,83,4,8,4,0,0,0,0.000000,2602782,9230,79,1,20,860687,40,2271573,2271573,8055,68,13,1,7,11,1544613,5477,64,9,25,1,0,0,0,0
Winfree Academy Charter,057828,057 DALLAS,10,EA,6,1959,16,33,48,3,46.3,9,14,8,70,0,81.7,.,35,351,19.3,31,71,.,35,51,80,25,21,41,33,25,71,3.5,8.3,864,.,203,57,1,6,29,28,0,36,101607,47803,45540,40240,34,9.6,34.4,84.2,3.4,26.3,53.4,23,4,68,5,93,0,0,0,7,0,0,0.000000,13493213,7542,97,0,3,4574444,39,11418269,11215549,6269,51,9,15,22,3,5681404,3176,49,14,11,2,24,0,0,0
A+ Academy,057829,057 DALLAS,10,AA,1,985,10,77,13,0,82.3,36,6,35,23,3,96.8,0,2.9,29,88.2,57,85,88,67,63,92,50,57,59,.,56,78,95.5,14.3,809,.,164,66,2,3,9,40,11,35,62760,61959,41113,43391,51,6,14.9,63.1,6.4,36.8,49.2,17,16,59,8,56,11,4,13,4,13,0,0.000000,7369733,7701,98,0,2,2612815,38,8040973,8039483,8401,50,18,4,15,13,3990952,4170,42,18,31,7,1,0,2,0
Inspired Vision Academy,057830,057 DALLAS,10,AA,2,906,15,82,2,1,89,33,3,31,7,0,98.3,0,.,0,.,53,84,93,65,44,93,59,52,44,.,53,.,.,.,.,.,133,54,3,4,13,40,5,34,37471,55981,29368,41674,57,6.8,16.8,56.9,5.8,22.2,32.5,41,11,44,4,80,5,0,13,2,0,0,0.000000,5089930,7712,90,0,10,530476,11,5854070,5807856,8800,48,13,8,20,11,2795237,4235,41,9,34,15,0,0,1,0
Gateway Charter Academy,057831,057 DALLAS,10,AA,2,701,97,3,0,0,87.6,1,9,1,17,0,96.6,0,.,0,.,53,87,95,63,50,85,53,44,.,.,53,64,.,.,.,.,91,58,1,4,25,64,5,0,181600,58680,32236,38427,95,7.7,12.1,98.3,0.4,8.6,45.8,67,3,7,22,86,9,3,0,2,0,0,0.000000,5627276,8834,82,5,14,43779,1,5021770,4972284,7806,45,14,6,19,15,2247672,3529,69,13,13,0,0,0,5,0
Alpha Charter,057832,057 DALLAS,10,EA,1,219,37,41,22,1,77.6,6,20,5,47,0,86.5,0,37.6,25,32.9,32,72,.,41,44,73,23,41,27,.,32,43,0,.,.,.,30,21,7,3,11,69,0,10,59500,51750,26623,30888,37,7.3,10.7,92,2.6,8,39.6,29,8,58,5,81,0,0,3,16,0,0,0.000000,1663231,7630,87,1,13,0,0,1628059,1628059,7468,49,23,6,14,7,800677,3673,61,18,13,0,8,0,0,0
Educ Ctr International Acad,057833,057 DALLAS,10,AA,2,154,27,23,47,3,47.4,2,8,2,41,0,93.7,0,0,19,84.2,38,85,72,42,58,90,29,20,44,.,23,38,17.6,.,.,.,23,17,4,9,0,77,0,10,65000,33000,.,27815,57,6.8,8.9,62.9,6.7,17.1,58.8,17,17,43,23,92,0,0,0,8,0,0,0.000000,992006,6319,94,3,3,-65719,-6,1033578,1033578,6583,56,25,6,12,1,574656,3660,73,10,6,2,10,0,0,0
Evolution Academy Charter,057834,057 DALLAS,10,EA,1,405,45,38,14,3,45.7,6,11,6,69,0,82,.,14.5,207,51.5,32,76,.,38,46,80,21,38,55,.,31,59,4.6,0,736,.,25,18,4,8,0,72,0,16,125000,62189,.,42252,91,16.4,22.8,77.5,4.8,22.5,13.3,89,0,11,0,87,4,0,1,7,0,0,0.000000,3074788,8565,90,0,10,119178,5,2720365,2553193,7112,50,8,10,18,14,1281497,3570,28,16,39,7,11,0,0,0
Golden Rule Charter,057835,057 DALLAS,10,AU,2,584,1,98,1,1,84.8,46,7,45,0,0,97.5,1.3,.,0,.,32,69,77,51,35,76,.,32,.,.,32,.,.,.,.,.,61,37,2,7,3,61,11,16,131250,37304,53260,37612,75,9.6,15.8,94.6,1.6,10.8,37.1,22,35,35,8,86,8,0,5,0,0,0,0.000000,5217611,8696,82,4,14,3473,0,3816261,3816261,6360,50,10,10,21,9,1906135,3177,57,11,31,2,0,0,0,0
St Anthony,057836,057 DALLAS,10,RE,2,244,100,0,0,0,41.8,0,3,0,0,15,97.1,0,.,0,.,82,97,.,88,73,.,82,.,.,.,81,.,.,.,.,.,29,17,14,3,0,58,5,20,68882,46889,.,40350,90,8.3,14.4,64.7,6.5,11.8,35.5,88,0,12,0,100,0,0,0,0,0,0,0.000000,2071265,8967,79,17,4,356086,21,1869905,1869785,8094,47,17,13,11,11,882117,3819,85,3,7,0,0,1,3,0
Kipp Truth Academy,057837,057 DALLAS,10,RE,1,223,63,37,0,0,85.7,4,9,4,0,0,96.5,0,.,0,.,74,84,.,88,81,96,68,84,.,.,75,.,.,.,.,.,23,12,7,16,0,52,4,22,75405,50601,.,48445,83,9.7,18.8,83.3,2.5,16.8,33.7,50,25,17,8,100,0,0,0,0,0,0,0.000000,2288592,11617,75,13,11,1063578,39,2233675,2233675,11338,48,20,6,10,16,1062260,5392,78,3,19,0,0,0,0,0
Peak Preparatory,057838,057 DALLAS,10,EX,3,758,4,92,3,2,89.8,17,4,11,0,0,97.7,0,.,0,.,85,95,97,93,86,99,74,86,91,67,85,.,.,.,.,.,94,47,3,6,29,50,4,7,11062,59094,28368,46298,50,8.1,16.1,75.5,4.2,17,71.1,19,19,58,4,98,2,0,0,0,0,0,0.000000,8083431,8972,80,13,7,1903795,35,7025615,7022314,7794,42,8,6,35,9,2965656,3292,98,2,0,0,0,0,0,0
La Academia De Estrellas,057839,057 DALLAS,10,EA,1,334,6,89,4,1,89.5,61,11,62,0,0,96.2,.,.,0,.,56,75,80,77,54,.,60,54,80,.,55,.,.,.,.,.,44,23,1,8,5,52,0,34,80000,60543,49200,44995,54,7.6,14.5,95.7,1,13,38.1,9,26,57,9,44,9,0,48,0,0,0,0.000000,2761935,10192,84,1,15,794005,30,2350921,2350921,8675,64,5,7,12,12,1514446,5588,66,8,18,8,0,0,0,0
Richland Collegiate HS Math,057840,057 DALLAS,10,EX,1,329,16,20,42,23,4.6,1,0,0,0,0,96.2,.,.,126,.,95,.,.,98,95,.,95,87,.,92,.,98,69,51.7,1091,.,0,0,0,100,0,0,0,0,.,.,.,.,0,62075.5,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,0,0.000000,2183008,6738,96,1,3,181161,8,1686953,1686953,5207,67,7,14,2,10,1121933,3463,97,0,1,0,2,0,0,0
Reconciliation Academy,057841,057 DALLAS,10,NR,1,128,18,77,5,1,90.6,57,2,56,0,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,5,17,4,9,43,27,0,40863,55000,30000,36400,45,11,25.6,100,1,0,.,20,20,60,0,40,0,20,40,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Williams Preparatory,057842,057 DALLAS,10,RE,3,440,2,96,2,0,90.5,49,4,34,0,0,.,.,.,0,.,89,94,97,96,76,96,.,89,.,.,88,.,.,.,.,.,63,32,5,2,28,51,4,10,7755,37007,13346,47551,57,7,13.6,53.7,7.5,35.3,.,18,16,51,15,81,3,0,0,0,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Hampton Preparatory,057843,057 DALLAS,10,AA,3,355,83,15,2,0,52.4,2,7,0,0,0,.,.,.,0,.,53,87,89,64,60,87,51,57,.,.,51,.,.,.,.,.,56,21,7,4,32,37,14,7,26247,51000,8533,46208,73,6.3,17.1,62.6,9.3,14.5,.,79,6,14,0,92,5,0,0,0,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Carrollton-Farmers Branch,057903,057 DALLAS,10,AA,44,26222,15,51,23,12,57.2,24,9,24,18,10,95.9,0,7.2,1436,82.5,79,92,96,85,83,96,69,72,91,92,72,90,65.4,33.3,1030,21.4,3371,1821,2,3,10,54,8,23,83825,79828,59533,50040,32,7.8,14.4,47,9,24.2,17,6,10,80,3,70,10,2,10,3,5,531552,1.362000,289694283,10998,24,70,6,60068817,25,330367472,227511987,8638,60,6,6,11,17,137093853,5205,62,17,7,2,3,8,1,0
Cedar Hill,057904,057 DALLAS,10,AA,15,8079,67,21,10,2,50.7,5,9,5,27,4,96,0.3,12.5,442,80,66,91,95,76,64,91,62,69,86,85,62,83,77.8,13.5,913,18,1011,513,3,3,7,51,9,28,84540,74415,55729,47648,59,8,15.8,51.3,7.9,20.8,23.7,46,5,48,2,63,9,3,9,5,11,357607,1.500000,74200672,9475,32,61,7,5424799,9,73015756,60886578,7775,57,6,6,15,17,34459664,4400,61,14,7,8,4,2,3,1
Dallas,057905,057 DALLAS,10,AA,231,157174,28,67,5,1,86.1,35,8,33,20,11,95.3,0.9,21.2,6371,65.2,64,85,89,74,68,91,55,65,84,81,62,83,62.2,10.4,856,17.2,20346,10937,1,3,11,54,9,23,78871,76759,64478,53045,72,7.7,14.4,39.5,11.6,32,14.4,40,22,35,3,61,10,0,21,4,5,521402,1.183000,1615208620,10248,29,57,14,43623687,3,1770320397,1488673847,9446,60,6,6,12,16,896969993,5691,65,10,15,4,2,2,1,1
Desoto,057906,057 DALLAS,10,AA,13,8916,78,15,6,1,58.2,6,11,5,21,7,95.7,0.1,8.9,442,79.9,63,90,93,73,61,88,61,67,80,78,59,71,86.7,13.5,895,18.6,1103,607,3,3,7,55,7,25,78085,70781,58106,49146,56,8.1,14.7,49.1,9.2,16.5,19.5,47,5,48,0,78,7,3,4,4,4,262297,1.510000,83564301,9406,45,49,6,14717019,22,89539958,68897471,7755,57,7,7,12,18,39147276,4406,71,12,6,3,3,1,3,1
Duncanville,057907,057 DALLAS,10,AA,18,12637,43,45,9,3,67.6,14,10,13,29,6,95.4,0,15.9,644,73,69,92,96,78,68,89,62,72,83,84,66,75,65,19.4,946,19.8,1583,760,1,3,8,48,10,30,90318,68817,56954,47103,55,8,16.6,39.4,10.3,23.5,20.6,32,11,55,1,68,10,5,7,6,4,271975,1.418000,114147591,9217,45,48,8,11290428,14,109981019,91996028,7428,55,6,6,13,20,50620112,4087,65,15,6,2,7,0,3,3
Garland,057909,057 DALLAS,10,RE,73,56946,19,44,29,9,51.5,23,9,21,21,7,96.3,0.2,8.2,3344,82.5,78,93,96,85,80,95,71,72,88,89,71,89,55.6,28.6,998,20.3,7392,3785,1,3,10,51,5,30,82530,79649,61420,49405,35,7.7,15,40.2,10.7,25.9,15.1,11,14,72,3,60,11,4,11,4,10,247288,1.253000,480920163,8498,51,41,8,59511619,16,509111065,439319739,7763,60,7,6,9,18,265104324,4684,57,17,7,11,4,2,1,2
Grand Prairie,057910,057 DALLAS,10,AA,39,25960,17,62,16,4,66,24,9,22,23,8,95.3,1.1,14.3,1156,72.6,69,89,92,78,72,91,65,65,81,88,64,81,47.3,23.4,976,19.4,3194,1718,0,3,10,54,1,33,143508,72571,60285,50098,45,8.1,15.1,43.9,9.9,20.2,16.9,13,18,67,2,73,10,2,6,4,5,182557,1.465000,228668386,9054,59,36,5,22937123,13,325384924,207370491,8211,56,6,6,16,17,115136564,4559,53,18,9,13,3,2,2,1
Highland Park,057911,057 DALLAS,10,EX,7,6302,0,3,93,3,0,0,8,0,5,13,96.6,0,0.2,520,98.8,99,.,.,.,98,.,.,96,99,99,.,100,.,72.4,1201,26.1,703,411,2,2,8,58,6,23,114574,87509,62713,53957,15,9,15.3,27.3,13.3,63.4,12,0,1,97,1,78,8,0,0,0,14,1918432,1.090000,61507603,9768,26,74,0,17967687,14,59750576,51547227,8186,61,7,5,11,16,31625625,5022,77,15,0,0,1,3,5,0
Irving,057912,057 DALLAS,10,AA,38,33025,13,68,15,5,74.2,40,8,39,21,10,95.6,0.1,13.1,1489,75.2,67,88,92,76,72,94,60,64,79,86,64,86,50.4,24.3,972,19.4,4115,2330,1,3,7,57,10,22,90405,76828,61231,50510,41,8,14.2,52.6,8.8,24.7,14.8,7,21,69,3,66,9,0,14,3,7,286528,1.391000,300804635,9197,43,46,10,70672111,31,309601142,248031032,7583,63,6,7,8,17,155096665,4742,40,16,12,23,3,3,2,2
