DISTRICT,DISTNAME,REGION,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETSPEP,total OUT OF SCHOOL SUSPENSIONS,ratio ECO. DISADV. OUT OF SCHOOL SUSPENSIONS vs average,ratio SPEC. ED. OUT OF SCHOOL SUSPENSIONS vs average,ratio BLACK OR AFRICAN AMERICAN OUT OF SCHOOL SUSPENSIONS vs average,ratio HISPANIC/LATINO OUT OF SCHOOL SUSPENSIONS vs average,ratio WHITE OUT OF SCHOOL SUSPENSIONS vs average,ratio AMERICAN INDIAN OR ALASKA NAT OUT OF SCHOOL SUSPENSIONS vs average,ratio ASIAN OUT OF SCHOOL SUSPENSIONS vs average,ratio NATIVE HAWAIIAN/OTHER PACIFIC OUT OF SCHOOL SUSPENSIONS vs average,ratio TWO OR MORE RACES OUT OF SCHOOL SUSPENSIONS vs average
109912,AQUILLA ISD,12,281,2.1,16.7,80.1,0.7,0,0,0.4,47.7,6,16,2.0964,5.2083,2.9762,0.3743,1.0924,0,1,1,0
109913,BLUM ISD,12,356,1.1,13.8,82.9,0.3,0,0,2,61,14.9,0,1,1,1,1,1,1,1,1,1
109914,PENELOPE ISD,12,197,1,23.9,73.1,0.5,0,0,1.5,77.2,12.7,0,1,1,1,1,1,1,1,1,1
110901,ANTON ISD,17,248,4,70.2,23.8,0,0,0,2,76.2,6.9,2,0.6562,7.2464,0,0.7123,2.1008,1,1,1,0
110902,LEVELLAND ISD,17,3089,4.5,67,27,0.3,0.3,0.1,0.8,65.2,13.3,403,1.9752,6.8098,10.0358,0.8111,0.0092,0,0,0,0.3102
110905,ROPES ISD,17,314,0.6,38.9,57.3,0.6,0.3,0,2.2,45.2,8,1,2.2124,0,0,2.5707,0,0,0,1,0
110906,SMYER ISD,17,413,1.5,49.4,46,0.7,0,0,2.4,58.1,12.6,8,0.2151,0.9921,0,2.0243,0,0,1,1,0
110907,SUNDOWN ISD,17,673,0.4,62.7,35.2,0.7,0,0,0.9,27.5,7.1,2,0,0,0,0.7974,1.4205,0,1,1,0
110908,WHITHARRAL ISD,17,174,0,31,65.5,1.1,0,0,2.3,38.5,4.6,0,1,1,1,1,1,1,1,1,1
111901,GRANBURY ISD,11,6625,0.7,22.4,74.1,0.8,0.5,0,1.5,48,12.1,491,1.5190,2.7941,2.9095,0.8001,1.0279,2.0367,0,1,1.4936
111902,LIPAN ISD,11,324,1.2,10.8,86.4,0,0,0,1.5,50.6,7.1,11,0.1797,1.2804,0,0,1.1574,1,1,1,0
111903,TOLAR ISD,11,672,1.2,6.3,91.2,0.4,0,0,0.9,24.6,7,2,10.1626,0,0,7.9365,0.5482,0,1,1,0
112901,SULPHUR SPRINGS ISD,08,4245,11.2,26.1,58.3,0.4,0.8,0,3.2,61.5,8,179,1.2899,3.4218,2.1449,1.1987,0.7187,0,0,1,0.8729
112905,CUMBY ISD,08,388,1,7.2,88.9,1.5,0.3,0.3,0.8,58.5,12.6,1,1.7094,0,0,0,1.1249,0,0,0,0
112906,NORTH HOPKINS ISD,08,496,1,23.2,70.4,1,0,0,4.4,64.9,11.7,0,1,1,1,1,1,1,1,1,1
112907,MILLER GROVE ISD,08,255,0,22,76.9,0,0,0,1.2,59.2,14.1,0,1,1,1,1,1,1,1,1,1
112908,COMO-PICKTON CISD,08,764,3.7,41.2,52.4,0.5,0.3,0,2,71.9,9.6,2,0.6954,5.2083,0,1.2136,0.9542,0,0,1,0
112909,SALTILLO ISD,08,257,3.1,23.7,70.4,0.8,0,0,1.9,66.1,13.6,0,1,1,1,1,1,1,1,1,1
112910,SULPHUR BLUFF ISD,08,232,2.6,10.3,81.5,0,0,0.4,5.2,44,13.8,0,1,1,1,1,1,1,1,1,1
113901,CROCKETT ISD,06,1295,52,28.4,16.5,0.4,0.8,0,1.8,85.9,10.4,153,1.2022,1.3826,1.6968,0.3452,0.0396,0,0.8170,1,0.3631
113902,GRAPELAND ISD,06,485,24.5,9.7,61.9,0.6,0.4,0.4,2.5,62.7,9.7,2,0.7974,5.1546,2.0408,0,0.8078,0,0,0,0
113903,LOVELADY ISD,06,502,6,7.4,81.3,0,0.4,0,5,36.3,12.4,3,0.9183,2.6882,5.5556,4.5045,0.4100,1,0,1,0
113905,LATEXO ISD,06,492,3,8.1,87.2,0.2,0.2,0,1.2,49,9.6,2,1.0204,5.2083,0,6.1728,0.5734,0,0,1,0
113906,KENNARD ISD,06,307,16.3,7.8,71,1,0,0,3.9,64.5,8.1,45,1.8260,0.2743,0.1363,0.2849,1.3146,2.2222,1,1,0
114901,BIG SPRING ISD,18,4134,6,62.1,28.8,0.2,0.6,0.1,2.3,65.2,9.8,764,1.1965,1.5360,1.5271,0.9822,0.9362,0.6545,0,1.3089,1.1382
114902,COAHOMA ISD,18,875,0.3,32,64.9,0.6,0.5,0.1,1.6,35,7,33,1.7316,2.5974,10.1010,0.0947,1.4474,0,0,0,0
114904,FORSAN ISD,18,709,1.1,26.1,69.3,0.3,1,0,2.3,27.1,5.8,3,1.2300,5.7471,0,1.2771,0.4810,0,0,1,14.4928
115901,FT HANCOCK ISD,19,476,0,97.9,1.9,0,0,0,0.2,93.1,7.1,0,1,1,1,1,1,1,1,1,1
115902,SIERRA BLANCA ISD,19,124,0,70.2,27.4,0.8,0.8,0,0.8,64.5,12.1,0,1,1,1,1,1,1,1,1,1
115903,DELL CITY ISD,19,71,2.8,57.7,38,0,0,0,1.4,87.3,15.5,0,1,1,1,1,1,1,1,1,1
116801,PHOENIX CHARTER SCHOOL,10,658,16.7,33.6,43.5,1.4,1.1,0,3.8,69.9,10.8,41,1.2213,4.7425,0.1460,0.8711,1.5139,0,0,1,0.6418
116901,CADDO MILLS ISD,10,1546,1.6,14.7,79.6,1,0.2,0,3,36.9,8.2,28,2.0325,5.6620,0,0.2430,1.1217,3.5714,0,1,1.1905
116902,CELESTE ISD,10,451,2,10.9,84.5,0.4,0,0,2.2,46.8,12.9,0,1,1,1,1,1,1,1,1,1
116903,COMMERCE ISD,10,1503,17.8,21.7,53.2,0.7,2.2,0.6,3.9,66.8,10.2,42,0.0356,3.5014,2.4077,0.5486,0.8503,0,0,0,0
116905,GREENVILLE ISD,10,4788,17.9,37.4,39.9,0.9,0.8,0.1,2.9,69,9.8,130,1.3824,4.3956,2.1487,0.6993,0.8483,0.8547,0,0,0.2653
116906,LONE OAK ISD,10,964,1.9,9.2,85.2,0.9,0.7,0,2.1,41.8,11.7,88,0.0272,4.3706,27.5120,1.8528,0.3601,0,0,1,0
116908,QUINLAN ISD,10,2587,0.7,21.2,75.3,0.6,0.6,0,1.5,69.1,10.9,238,1.1736,2.0045,0,0.0198,1.3169,0,0,1,0.2801
116909,WOLFE CITY ISD,10,610,5.1,13,79.5,1.6,0.3,0,0.5,51.1,12.5,2,0.9785,4.0000,0,0,0.6289,0,0,1,100.0000
116910,CAMPBELL ISD,10,356,1.7,16,80.6,0.6,0.6,0,0.6,64,8.7,1,1.5625,0,0,0,1.2407,0,0,1,0
116915,BLAND ISD,10,599,1.7,32.1,61.9,0.7,0,0.2,3.5,52.4,9.3,14,1.0905,3.8402,0,0,1.6155,0,1,0,0
116916,BOLES ISD,10,520,2.3,11.7,81.3,0.6,1,0.2,2.9,50,10,0,1,1,1,1,1,1,1,1,1
117901,BORGER ISD,16,2791,3.3,43,48.5,1.1,0.5,0.1,3.5,53.5,9.9,163,1.1926,2.5407,3.7182,1.0130,0.8855,0.5577,0,0,0.1753
117903,SANFORD-FRITCH ISD,16,836,0.4,9.9,84.6,1.1,0.1,0,3.9,41,12,4,18.2927,25.0000,62.5000,2.5253,0.2955,0,0,1,6.4103
117904,PLEMONS-STINNETT-PHILLIPS CISD,16,639,0.5,20.8,74.6,1.9,0.2,0,2,42.4,10.5,2,1.1792,4.7619,0,2.4038,0.6702,0,0,1,0
117907,SPRING CREEK ISD,16,100,1,27,68,3,1,0,0,58,3,0,1,1,1,1,1,1,1,1,1
118902,IRION COUNTY ISD,15,322,2.5,30.1,65.8,0.6,0,0.3,0.6,35.7,7.1,8,0.3501,1.7606,0,0,1.5198,0,1,0,0
119901,BRYSON ISD,09,246,0,13.4,85.8,0,0,0,0.8,49.6,13.4,0,1,1,1,1,1,1,1,1,1
119902,JACKSBORO ISD,09,990,1.6,28.2,66.2,0.4,0.3,0,3.3,51.6,9.4,2,0.9690,5.3191,31.2500,0,0.7553,0,0,1,0
119903,PERRIN-WHITT CISD,09,327,0,18.7,79.5,0.6,0.3,0,0.9,53.5,9.8,3,0.6231,3.4014,1,1.7825,0.4193,0,0,1,37.0370
120901,EDNA ISD,03,1558,16.5,42.6,39.8,0.3,0.2,0.3,0.3,61.3,10.2,183,1.3995,3.2144,2.1196,0.9236,0.6453,0,0,0,0
120902,GANADO ISD,03,746,1.7,52.8,44.1,0.1,0.3,0,0.9,52.8,8.6,2,0.9470,0,0,0.9470,1.1338,0,0,1,0
120905,INDUSTRIAL ISD,03,1204,1.1,28.3,69.8,0.2,0.2,0,0.4,30.5,8,24,2.7322,6.7708,3.7879,3.2391,0.0597,0,0,1,0
121902,BROOKELAND ISD,05,417,4.8,5.3,87.8,0,0,0,2.2,57.1,10.3,2,0.8757,4.8544,10.4167,0,0.5695,1,1,1,0
121903,BUNA ISD,05,1527,4,3.1,90,1.2,0.3,0,1.4,43.4,8.8,16,0.1440,4.9716,0,0,1.1111,0,0,1,0
121904,JASPER ISD,05,2616,40.1,16.1,40.2,0.3,0.5,0.6,2.2,76.3,10.6,233,1.2712,2.1054,1.9158,0.0267,0.5552,0,0,0,0.1951
121905,KIRBYVILLE CISD,05,1427,10.7,7.4,77.8,0.4,0.4,0,3.4,58.2,8.5,42,1.9228,5.0420,0.2225,0.3218,1.1935,0,0,1,0.7003
121906,EVADALE ISD,05,472,0.2,1.9,95.1,0,0,0,2.8,34.5,7.8,1,2.8986,0,0,0,1.0515,1,1,1,0
122901,FT DAVIS ISD,18,239,0,57.7,41.4,0,0,0,0.8,45.2,8.8,2,1.1062,0,1,0.8666,1.2077,1,1,1,0
122902,VALENTINE ISD,18,31,0,64.5,25.8,3.2,3.2,0,3.2,87.1,0,0,1,1,1,1,1,1,1,1,1
123803,TEKOA ACADEMY OF ACCELERATED STUDI,05,405,86.4,7.9,4.7,0,0,0,1,85.9,4.4,2,0.5821,11.3636,0.5787,6.3291,0,1,1,1,0
123805,EHRHART SCHOOL,05,274,42.7,42.3,10.6,0.4,0,0,4,88,4.4,19,0.0598,0,1.9721,0.1244,0.4965,0,1,1,1.3158
123807,BOB HOPE SCHOOL,05,246,3.7,93.5,2.8,0,0,0,0,92.7,4.1,26,1.0787,0.9381,0,1.0695,0,1,1,1,1
123905,NEDERLAND ISD,05,5019,7.3,20.1,63.8,0.5,6.5,0,1.7,44.3,10.3,49,0.0461,4.7553,4.1935,0.1015,1.0236,0,0.3140,1,0
123907,PORT ARTHUR ISD,05,8982,44.9,45.2,2.7,2,4.5,0.1,0.6,88,7.3,3204,0.9445,1.6717,1.7044,0.4371,0.8092,0.1561,0.1803,0,0.6762
123908,PORT NECHES-GROVES ISD,05,4847,2.6,18.4,70.6,0.6,5.6,0,2.2,40.3,8.6,100,1.4392,1.9767,0.3846,1.1413,1.0907,1.6667,0,1,0
123910,BEAUMONT ISD,05,19832,60.6,21.2,12.9,0.2,2.9,0.1,2.2,73.7,7.9,7649,1.1912,1.6466,1.4359,0.4082,0.2432,0.7844,0.0045,0.1307,0.4576
123913,SABINE PASS ISD,05,381,20.2,33.1,40.4,1,2.4,0,2.9,58,2.9,0,1,1,1,1,1,1,1,1,1
123914,HAMSHIRE-FANNETT ISD,05,1729,4.1,15.4,77.6,0.9,1.3,0.1,0.6,35.3,6.7,30,1.7941,3.4826,0.8130,0.2165,1.1598,3.7037,0,0,0
124901,JIM HOGG COUNTY ISD,01,1097,0.5,96.3,2.8,0.3,0.2,0,0,79.7,7.4,231,1.1243,2.0475,0,0.9800,0.7730,11.5440,0,1,1
125901,ALICE ISD,02,5406,0.4,94.1,4.8,0.1,0.4,0,0.2,76.6,8.6,1047,1.1795,1.2883,0.2388,1.0383,0.4378,0.9551,0,1,0
125902,BEN BOLT-PALITO BLANCO ISD,02,604,0.2,88.9,9.6,1.2,0,0,0.2,74.8,9.8,2,8.6898,5.1020,0,0.5624,5.2083,0,1,1,0
125903,ORANGE GROVE ISD,02,1894,0,59.6,39.1,0.1,0.5,0.1,0.6,56,9.6,93,1.4785,2.5762,1,1.4072,0.4125,0,0,0,0
125905,PREMONT ISD,02,550,0.2,96.4,3.5,0,0,0,0,78.7,9.8,2,28.5896,102.0408,0,0.5187,14.2857,1,1,1,1
125906,LA GLORIA ISD,02,120,1.7,91.7,3.3,0,2.5,0,0.8,46.7,5,0,1,1,1,1,1,1,1,1,1
126901,ALVARADO ISD,11,3458,2.6,31.9,61.8,0.9,0.3,0,2.4,59.9,6.9,192,1.3130,1.6606,2.0032,1.0123,0.9945,0.5787,0,1,0.2170
126902,BURLESON ISD,11,10711,5.1,18.6,72.3,0.7,0.7,0.2,2.4,33.8,8.6,500,1.8935,4.2558,2.8627,0.7742,0.9018,0.2857,0.2857,1.0000,2.1667
126903,CLEBURNE ISD,11,6566,4,42.7,48.8,0.4,0.3,1.3,2.5,66,8.7,147,1.1956,2.5022,1.7007,0.9559,0.9897,0,0,0,1.6327
126904,GRANDVIEW ISD,11,1096,2.5,15.2,78.6,1.1,0.5,0.4,1.6,32.2,8.4,0,1,1,1,1,1,1,1,1,1
126905,JOSHUA ISD,11,4989,1.1,22.6,72.9,0.6,0.6,0,2.2,48.9,6.9,220,1.4594,2.0422,0.4132,0.9855,0.9976,0.7576,0,1,1.8595
126906,KEENE ISD,11,895,3.2,36.5,38.7,0.4,0.7,17.5,2.9,80,7.9,74,1.2162,1.3685,0.4223,1.1847,1.3618,0,0,0.0772,0.4660
126907,RIO VISTA ISD,11,775,0.1,16.4,80.3,0.6,0.1,0,2.5,47.6,11,2,26.2605,4.5455,0,3.0488,0.6227,0,0,1,0
126908,VENUS ISD,11,1928,2.6,49.9,43.7,1.2,1,0.1,1.3,70.4,6.3,93,1.1455,2.7308,2.0678,0.7326,1.1565,4.4803,1.0753,0,0.8271
126911,GODLEY ISD,11,1727,1.2,20.5,73.2,2.4,0.3,0.1,2.3,53.9,9.8,143,1.2066,1.4271,4.0793,0.7164,1.0700,0.2914,2.3310,0,0.3040
127901,ANSON ISD,14,722,1.4,50.7,45.2,0.1,0.8,0,1.8,66.6,9.8,2,0.7508,5.1020,0,0.9862,1.1062,0,0,1,0
127903,HAMLIN ISD,14,469,4.7,38.2,53.3,0,1.3,0,2.6,59.9,10.2,2,0.8347,4.9020,0,1.3089,0.9381,1,0,1,0
127904,HAWLEY ISD,14,701,0.4,15.7,82.7,0,0,0,1.1,50.8,9.1,9,0.2187,1.2210,0,0,1.2092,1,1,1,0
127905,LUEDERS-AVOCA ISD,14,125,4,18.4,66.4,0.8,0,0,10.4,76.8,11.2,0,1,1,1,1,1,1,1,1,1
127906,STAMFORD ISD,14,680,9.6,48.1,38.2,0.3,0.6,0,3.2,71.9,9,9,0.1545,1.2346,1.1574,1.6170,0.2909,0,0,1,0
128901,KARNES CITY ISD,03,1055,1.9,69.9,27.3,0.2,0.1,0.1,0.6,63.4,8.6,63,1.4771,1.8457,0.8354,1.3852,0.0581,0,0,0,0
128902,KENEDY ISD,03,717,3.1,83.5,11.7,0.7,0.1,0,0.8,73.5,10.6,47,1.1869,1.4051,0.6863,1.0957,0.1819,3.0395,0,1,2.6596
128903,RUNGE ISD,03,317,0.6,88,11,0,0.3,0,0,80.8,9.8,3,0.4125,3.4014,55.5556,0.3788,3.0303,1,0,1,1
128904,FALLS CITY ISD,20,357,0.8,19,79.3,0,0.3,0,0.6,23.2,6.7,1,0,0,0,0,1.2610,1,0,1,0
129901,CRANDALL ISD,10,3164,9.9,19,67.6,0.6,0.8,0,2.1,41.4,7.8,60,1.7713,5.3419,4.2088,0.7018,0.5424,0,0,1,3.9683
129902,FORNEY ISD,10,8633,10.6,23.4,61.4,0.6,1.5,0.1,2.5,26.8,7.8,301,1.6363,2.3852,2.5074,0.6531,0.8820,0.5537,0.2215,3.3223,1.1960
129903,KAUFMAN ISD,10,3848,5.1,42,49.6,0.6,0.7,0,1.9,65.9,9.3,149,1.2119,2.4536,3.1583,0.7510,1.0554,0,0,1,0
129904,KEMP ISD,10,1435,2.5,19.4,74.9,0.8,0.2,0,2.2,67.2,10.7,91,1.5372,2.4648,0.4396,0.0566,1.2911,0,0,1,0.4995
129905,MABANK ISD,10,3392,1.9,14.1,79.2,0.5,0.8,0,3.6,61.1,9.1,230,1.4161,4.1089,0,1.0176,0.9717,0,0,1,2.4155
129906,TERRELL ISD,10,4191,23.9,43.8,28.4,0.5,1,0,2.4,70.2,9.1,317,1.2537,2.5306,1.8347,0.6410,0.9553,0.6309,0.3155,1,0.1314
129910,SCURRY-ROSSER ISD,10,975,3.4,12.4,81.9,0.6,0.1,0.1,1.4,46.2,10.1,2,17.3160,4.9505,0,4.0323,0.6105,0,0,0,0
130801,MEADOWLAND CHARTER SCHOOL,20,97,9.3,41.2,45.4,0,1,0,3.1,88.7,45.4,13,1.7345,1.1860,0.8271,2.0538,0.1694,1,0,1,0
130901,BOERNE ISD,20,7205,0.4,28.1,68.2,0.4,0.9,0.1,1.7,19.2,7.2,207,2.9187,3.8245,12.0773,1.6504,0.6942,1.2077,0,4.8309,0.2842
130902,COMFORT ISD,13,1115,0.4,55.7,42.2,0.1,0.2,0,1.5,56.4,9.7,3,0.5910,3.4364,0,0.5984,0.7899,0,0,1,22.2222
131001,KENEDY COUNTY WIDE CSD,02,82,1.2,89,7.3,0,0,0,2.4,70.7,3.7,1,1.4144,0,0,1.1236,0,1,1,1,0
132902,JAYTON-GIRARD ISD,17,136,1.5,24.3,74.3,0,0,0,0,39.7,11.8,2,1.2594,4.2373,33.3333,0,0.6729,1,1,1,1
133901,CENTER POINT ISD,20,579,1.4,53,43.7,0.2,0,0,1.7,71.8,7.6,20,1.6713,4.6053,0,0.0943,2.0595,0,1,1,2.9412
133902,HUNT ISD,20,199,0,27.6,71.4,0,0,0.5,0.5,30.2,6.5,0,1,1,1,1,1,1,1,1,1
133903,KERRVILLE ISD,20,4991,1.9,45.8,48.8,0.3,1.2,0.2,1.8,57.5,6.6,214,1.3003,3.1153,0.2459,1.0917,0.9384,1.5576,0,0,1.8172
133904,INGRAM ISD,20,1005,0.8,42.8,52.7,0.3,0.8,0.1,2.5,68.6,7.9,119,1.1637,1.9147,1.0504,0.5301,1.4032,2.8011,1.0504,0,0.3361
133905,DIVIDE ISD,20,13,0,53.8,46.2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
134901,JUNCTION ISD,15,665,0.2,40.5,57.4,0,0.6,0,1.4,60.8,9.8,11,1.4952,0.9276,0,0.2245,1.4254,1,15.1515,1,0
135001,GUTHRIE CSD,17,106,0,13.2,86.8,0,0,0,0,21.7,4.7,0,1,1,1,1,1,1,1,1,1
136901,BRACKETT ISD,20,640,0.8,68.1,30,0.2,0.2,0,0.8,56.9,9.5,2,13.1810,5.2632,0,0.7342,1.6667,0,0,1,0
137901,KINGSVILLE ISD,02,3423,3.9,85.9,9.1,0.2,0.9,0,0.1,75.4,10.3,555,0.9654,1.0496,0.9702,1.0656,0.5148,0,0,1,0
137902,RICARDO ISD,02,700,0.1,80.9,18.4,0,0.4,0,0.1,56.1,3.1,2,14.2602,0,0,0.6180,2.7174,1,0,1,0
137903,RIVIERA ISD,02,434,0.2,68.4,28.1,0.5,0.7,0.9,1.2,57.8,5.8,2,6.0554,8.6207,0,0.7310,1.7794,0,0,0,0
137904,SANTA GERTRUDIS ISD,02,588,1.4,76.9,19.4,0,1.4,0,1,37.2,3.2,2,1.3441,93.7500,0,0.6502,2.5773,1,0,1,0
138902,KNOX CITY-O'BRIEN CISD,09,303,7.6,48.8,41.6,0,0,0,2,64.4,15.2,0,1,1,1,1,1,1,1,1,1
138903,MUNDAY CISD,09,383,4.7,54.8,35.8,0,0,0,4.7,64,17.5,0,1,1,1,1,1,1,1,1,1
138904,BENJAMIN ISD,09,95,1.1,36.8,61.1,0,0,0,1.1,73.7,12.6,0,1,1,1,1,1,1,1,1,1
139905,CHISUM ISD,08,897,4.8,7.9,82.6,2.3,0,0,2.3,48.5,10,2,1.0309,5.0000,0,0,0.6053,0,1,1,21.7391
139908,ROXTON ISD,08,172,15.7,13.4,66.3,1.2,0.6,0,2.9,75,12.8,13,0.1026,0.6010,5.3895,0.5741,0.1160,0,0,1,0
139909,PARIS ISD,08,3591,35.2,19.6,38.1,1.1,0.7,0,5.3,78.1,10.3,508,1.2880,1.5672,1.6050,0.4620,0.8938,0.1790,0,1,0.0371
139911,NORTH LAMAR ISD,08,2883,5.1,7.5,82.1,2.4,0.8,0.2,2,48.2,12.8,42,1.6301,1.6741,0.4669,0.3175,1.1310,0,0,0,1.1905
139912,PRAIRILAND ISD,08,1133,1,6.2,89,0.9,0,0,3,55.3,9.7,10,1.8083,1.0309,0,0,1.1236,0,1,1,0
140901,AMHERST ISD,17,150,4.7,84.7,10.7,0,0,0,0,85.3,12.7,2,3.5170,3.9370,10.6383,0.5903,0,1,1,1,1
140904,LITTLEFIELD ISD,17,1413,6.7,67.2,24.2,0.4,0,0,1.5,73.7,10.5,2,4.0706,0,0,0.7440,2.0661,0,1,1,0
140905,OLTON ISD,17,635,0.6,78.1,20.9,0,0,0,0.3,73.9,10.1,23,0.0588,0.4305,0,1.2804,0,1,1,1,0
140907,SPRINGLAKE-EARTH ISD,17,384,2.6,66.7,30.5,0,0,0,0.3,62.5,10.4,15,0.1067,3.2051,0,1.4993,0,1,1,1,0
140908,SUDAN ISD,17,448,1.8,54.2,42,0,0,0,2,63.4,7.1,0,1,1,1,1,1,1,1,1,1
141901,LAMPASAS ISD,12,3380,2.6,24.2,68,0.6,1.1,0.6,3,51.4,9.7,226,1.3946,2.9194,1.5317,0.7679,1.0672,0.7375,0,0.7375,1.3274
141902,LOMETA ISD,12,313,1.6,49.5,45.7,0.6,1,0,1.6,76.4,9.6,3,0.4363,3.4722,0,0.6734,0.7294,0,0,1,20.8333
142901,COTULLA ISD,20,1364,0.2,91.3,7.5,0.3,0.4,0,0.3,82.3,7.8,147,1.1324,1.3954,0,1.0431,0.6349,0,0,1,0
143901,HALLETTSVILLE ISD,03,1019,9.7,19.7,66.9,0.1,0.4,0,3.1,39.8,9.5,78,2.5770,3.3738,3.5686,0.0651,0.9390,0,0,1,0.4136
143902,MOULTON ISD,03,318,0.6,43.4,54.1,0.6,0,0,1.3,54.1,8.8,1,0,11.3636,0,0,1.8484,0,1,1,0
143903,SHINER ISD,03,583,8.9,13.9,74.4,0.2,0.5,0,2.1,33.3,11.1,16,3.5661,2.8153,0.7022,0.4496,1.1761,0,0,1,0
143904,VYSEHRAD ISD,03,124,11.3,11.3,73.4,0,3.2,0,0.8,44.4,7.3,1,2.2523,0,0,8.8496,0,1,0,1,0
143905,SWEET HOME ISD,03,145,0.7,20.7,76.6,0,0,0,2.1,21.4,6.9,5,0.9346,2.8986,0,0,1.3055,1,1,1,0
143906,EZZELL ISD,03,66,0,4.5,90.9,0,0,0,4.5,47,12.1,0,1,1,1,1,1,1,1,1,1
144901,GIDDINGS ISD,13,1917,9.7,54.8,33.2,0.3,0.3,0.1,1.8,68.3,8.3,93,1.5743,2.9797,0.1109,1.0596,1.1983,0,0,0,0.5974
144902,LEXINGTON ISD,13,944,8.7,11.9,75.6,0.3,0.1,0.1,3.3,42.7,11,19,1.7256,4.7847,3.0248,0,0.5569,0,0,0,9.5694
144903,DIME BOX ISD,13,185,34.1,36.8,24.9,0.5,0.5,0,3.2,78.4,16.8,33,0.0387,3.4271,1.6884,0.9881,0.1217,0,0,1,0.9470
145901,BUFFALO ISD,06,988,6.3,38.3,50.3,0.4,1.2,0,3.5,65.4,6.9,2,0.7645,7.2464,7.9365,0,0.9940,0,0,1,0
145902,CENTERVILLE ISD,06,687,8.2,11.2,78.3,0.7,0.4,0,1.2,40,7.9,4,0.6250,0,3.0488,2.2321,0.3193,0,0,1,20.8333
145906,NORMANGEE ISD,06,513,8.2,14,73.5,0.2,1,0.2,2.9,48,8,2,1.0417,6.2500,0,3.5714,0.6803,0,0,0,0
145907,OAKWOOD ISD,06,159,33.3,12.6,49.7,0,0,0,4.4,83,9.4,2,0.6024,5.3191,1.5015,0,0,1,1,1,11.3636
145911,LEON ISD,06,729,1.9,27.6,66.5,0.5,2.5,0,1,53.9,7,2,0.9276,7.1429,26.3158,0,0.7519,0,0,1,0
146901,CLEVELAND ISD,04,3818,11,44.6,41.5,0.5,0.9,0.1,1.4,77.1,7.9,776,1.1249,2.6426,1.8276,0.6443,1.1986,0.2577,0,1.2887,0.8284
146902,DAYTON ISD,04,5069,8.1,33.6,54.6,1.6,0.4,0.1,1.6,61.6,7.9,378,1.1467,2.5116,1.7310,0.5275,1.0708,2.8108,0,0,3.3069
146903,DEVERS ISD,04,174,2.9,21.8,73.6,0,0.6,0.6,0.6,35.6,8.6,0,1,1,1,1,1,1,1,1,1
146904,HARDIN ISD,04,1297,3.6,11.2,82.1,0.5,0.1,0.1,2.4,51.1,6.4,4,7.3386,27.3438,6.9444,2.2321,0.3045,50.0000,0,0,0
146905,HULL-DAISETTA ISD,05,499,11.8,6.4,77.6,0.2,0.2,0,3.8,72.7,8,4,3.4388,3.1250,2.1186,3.9062,0.3222,0,0,1,6.5789
146906,LIBERTY ISD,04,2067,17.7,32.7,47,0.8,0.6,0,1.3,59.8,7.5,127,1.7512,2.0997,3.1585,0.0241,0.9047,0,0,1,0.6057
146907,TARKINGTON ISD,04,1880,0.7,8,89.1,0.5,0.1,0.1,1.4,47.7,7.3,32,1.7034,2.9966,0,0.3906,1.0522,0,0,0,2.2321
147901,COOLIDGE ISD,12,325,24.3,47.4,25.2,0.3,0,0,2.8,83.1,16.9,3,3.2090,1.9724,1.3717,0,1.3228,0,1,1,11.9048
147902,GROESBECK ISD,12,1855,14,19.6,61.3,1.8,0.9,0.2,2.2,61.2,11.4,154,1.4748,1.8797,1.5770,1.3915,0.8051,0.3608,0,0,0.2952
147903,MEXIA ISD,12,1977,30,42.5,23.2,0,1.1,0,3.1,83.4,11,213,1.0865,2.6462,1.7997,0.6959,0.4654,1,0,1,1.8174
148901,BOOKER ISD,16,414,0,66.9,31.9,0.5,0,0,0.7,56.8,7.7,13,0.1354,6.9930,1,0.9199,1.2057,0,1,1,0
148902,FOLLETT ISD,16,179,0,23.5,73.2,0.6,1.1,0,1.7,52,7.3,0,1,1,1,1,1,1,1,1,1
148903,HIGGINS ISD,16,138,2.2,18.1,79,0,0,0,0.7,58,13.8,0,1,1,1,1,1,1,1,1,1
148905,DARROUZETT ISD,16,113,0,45.1,51.3,0.9,0,0.9,1.8,65.5,6.2,1,0,0,1,0,1.9493,0,1,0,0
149901,GEORGE WEST ISD,02,1121,0.8,54.5,43.4,0.3,0.4,0,0.7,40.4,7.4,28,1.9448,3.3784,4.4643,1.7038,0.0823,0,0,1,0
149902,THREE RIVERS ISD,02,636,0.5,54.4,44.3,0,0.5,0,0.3,50.8,9.1,2,0.9843,5.4945,0,0.9191,1.1287,1,0,1,0
150901,LLANO ISD,13,1823,0.4,21.5,74.1,0.7,0.7,0,2.7,59.2,10,89,1.7651,3.7079,0,0.0523,1.3040,1.6051,0,1,0.4161
152802,RISE ACADEMY,17,261,66.3,31,1.5,0,0,0,1.1,83.9,14.6,41,1.3663,0.8353,1.4347,0.0787,0,1,1,1,2.2173
